Alameda County	Alpine County	Amador County	Butte County	Calaveras County	Colusa County	Contra Costa County	Del Norte County	El Dorado County	Fresno County	Glenn County	Humboldt County	Imperial County	Inyo County	Kern County	Kings County	Lake County	Lassen County	Los Angeles County	Madera County	Marin County	Mariposa County	Mendocino County	Merced County	Modoc County	Mono County	Monterey County	Napa County	Nevada County	Orange County	Placer County	Plumas County	Riverside County	Sacramento County	San Benito County	San Bernardino County	San Diego County	San Francisco County	San Joaquin County	San Luis Obispo County	San Mateo County	Santa Barbara County	Santa Clara County	Santa Cruz County	Shasta County	Sierra County	Siskiyou County	Solano County	Sonoma County	Stanislaus County	Sutter County	Tehama County	Trinity County	Tulare County	Tuolumne County	Ventura County	Yolo County	Yuba County
Marin County	85.90893165702941	264.7713464708295	187.81246797330618	205.00120503639715	191.66581203003116	132.76009128556976	71.16169425580357	426.4673527516907	209.24395641080343	308.4210765678755	174.9927462086025	312.13727769409394	869.8449601114311	500.5821793868419	467.57388710453023	340.63030499212505	115.97466054566372	348.0609736449605	588.0517422654133	279.95125809994516	0.0	254.57304490632978	164.98110643838723	202.05788518827652	430.11020018032787	339.5578775181803	238.0186346174027	62.5087932110722	220.37746281844517	661.0395144169578	208.72355430593285	272.22307788569043	774.218701368503	130.47502298322348	217.33333254696288	685.9613708699158	777.0628837618161	43.97284857667144	129.7943541157005	360.3690915729122	78.12497471541809	459.89652587551836	131.05159126569848	132.66253451467063	307.17654230277117	256.6693614188946	393.623001710194	74.46059285886545	54.933592765943175	162.52201616782025	142.10216354116287	234.87704843476334	290.3934839649781	405.6613367230401	243.59263633660663	523.0728377116181	101.39609461521337	182.10676142571995
Mariposa County	176.34915800477046	117.3781318213273	116.8291951648423	275.393667835796	88.88054066874182	270.2167720021341	183.41391399374876	582.9998078430224	145.6695146396851	92.81522654877824	312.82183261405385	491.26625090649435	651.4755552263117	249.22537161832304	268.9227139039058	166.7453196670094	299.71820178337674	355.79267639830033	403.5220202288244	42.5651499820104	254.57304490632978	0.0	370.41966060977103	82.83690040925481	452.61347401117314	99.01401427171055	193.44792867735597	235.6069061242005	206.12489472403442	474.06810272928567	180.31956161205355	280.68834272369463	554.1286905751034	158.79644717398887	148.97234232054728	450.5604449306875	580.0818231635079	275.1751027344686	126.21395256750526	247.5968446405901	217.60009690389776	337.44454936400484	161.77538888809957	195.36359179905097	399.4671317293613	229.35154646908413	499.9780843502543	193.94634521154416	284.4124015052179	96.0717334792944	225.83208937103112	348.0072265083858	439.73775077823205	179.91229011419128	50.400441397089075	363.9043874774295	213.32285304549515	226.45943584443282
Mendocino County	238.99516059948013	327.44152296412136	265.0848171592735	159.96353536419312	285.65095049713204	107.50178131843502	212.26798458804797	263.5439723083129	261.05032206436755	445.0082678582139	91.29328284721198	147.53886479585614	1014.6475090443731	617.7620238423013	616.088191097142	491.10998526218947	70.71574803839592	278.9330168189374	742.4600356580537	405.9844004507842	164.98110643838723	370.41966060977103	0.0	343.80307721783504	332.77566915829766	430.828402989645	401.09083123173497	141.10198847211106	230.14537392350917	815.6050207349234	237.82122046847323	232.46376567867316	917.7660656749309	212.11190548396993	375.58789254622155	819.9267775973375	929.6854490291105	192.9340876367517	251.4250840882701	521.9467314592705	242.99139105295208	622.4939404146126	289.53605587350796	296.86083938482085	189.6698731385906	251.10128712561465	251.72012296258157	183.65978301447478	110.32395678384339	297.18114886033106	156.1131808318487	129.0464420655897	138.00909614375212	542.5517495901506	340.0368958984543	681.8184023630673	157.15473114823422	181.34360250638767
Merced County	116.47908351672018	178.19608238992726	138.9859646507895	285.2457208226031	110.89481132513494	257.17384351368094	134.99690036944568	580.7600680079646	177.6596262297563	106.41090649932853	305.08101287209985	478.69224767865893	671.836656066627	303.4533535665182	272.31890712635516	148.7535961153413	275.59455413582526	392.18654031017616	400.64624459462016	86.19180920231328	202.05788518827652	82.83690040925481	343.80307721783504	0.0	489.0479114940829	181.53068919243123	118.57853181719594	202.73466290060927	233.84819449272794	473.58002095119	207.62605822816536	311.1917336231401	575.373757133883	149.74424065641773	72.50729636426023	484.0253486318835	586.3893602092279	212.25364505105938	95.49381271327826	202.72275201392472	147.85961494731674	301.86285171144334	85.75935739852731	115.69377917793842	412.5833109010777	265.4569243643332	512.6412861760266	160.21776375932745	243.49849723074317	47.772357287500284	222.01186819506614	351.2986953686877	436.1090620730435	203.69892254864322	113.61205142051415	346.4156982516049	194.83013334810204	237.06151967686597
Modoc County	450.50016295628444	339.50779729966973	350.2368457510771	226.86711453375005	379.3017760076546	297.77593614829044	421.83721011524756	273.4853976809223	312.54969860516866	545.0326956282042	263.00986846289	286.07203942539303	1062.0849048494877	628.1993225332367	715.7517729806102	618.7950782109777	326.6433473901043	97.22551436611762	850.1249167981779	494.42192722892185	430.11020018032787	452.61347401117314	332.77566915829766	489.0479114940829	0.0	438.1524625703551	597.4390193393707	369.3834942750225	255.27732379433962	917.4971212801624	281.4219465650936	178.20469112688252	967.4784530175391	353.463446654249	554.8994939910124	847.0522973922285	1014.3358859739194	473.23449780756596	409.4870034276438	690.6653168356363	485.73932655550703	786.8125559038657	493.2734298660437	521.2346019266654	144.4556072178826	224.7805832542366	150.93329668822648	384.1689029465629	389.40500480618095	448.8442905188953	296.31544692938735	206.8979572230924	226.5493277885491	619.5152380729941	402.309650616489	816.2713193892213	339.21455506918255	263.6566912775762
Mono County	268.58422984918815	112.5037945197605	166.17240680009854	306.1114044216414	150.631778376117	324.3059902569335	269.8511487271475	611.9981969756469	174.01828883532337	145.74761883545955	358.6719939403164	533.8332446843868	628.6984748977819	199.0555399958877	285.97823407261524	221.32910081902511	361.4576658380278	346.51526883585603	417.2378751515982	110.02773590113875	339.5578775181803	99.01401427171055	430.828402989645	181.53068919243123	438.1524625703551	0.0	285.6197676729915	308.55384805849707	225.26922798731133	481.7581230738451	205.17761236624804	285.84875386839315	532.6047342394718	223.50302306306818	243.53463145052336	416.87432029546534	576.1976656178891	365.7092881977906	210.25705005718135	314.40192919606693	312.74012628380285	389.9500476451882	259.88780793073295	294.0960929231357	417.4292768737405	233.4699964524963	514.2096545344219	270.9964193638883	360.2806523562506	191.17354903134483	275.9476361152522	380.0993953069574	474.67501294991706	187.77180143264508	96.23017959386316	396.2081999862019	277.47643519242007	262.1382038898168
Monterey County	165.2022503527134	296.7743603768433	251.89594519073893	381.7630993387676	226.21935751890345	336.5624857132893	195.07244806161992	656.5799173180328	291.3124887975968	159.32528472671072	385.82390936201466	546.1120984275149	650.836946431773	351.88766413000553	253.51251502041941	135.95606394848005	341.495961528137	501.8183155174302	358.56617944456957	176.34850484704947	238.0186346174027	193.44792867735597	401.09083123173497	118.57853181719594	597.4390193393707	285.6197676729915	0.0	267.41573620048126	343.3143442837258	430.39213865287235	318.09260023806695	419.429185240851	558.6384670030303	245.74051027037115	46.07175287762609	489.2235103765665	547.9780159772394	224.92257840738523	188.5006221579178	123.13512890424761	160.9054306012913	221.87790357705683	114.05265926734643	105.76133103795698	506.61677635217524	377.50764336713735	603.8980866469276	232.0712277785468	291.2085113633323	149.62949072633495	312.7842030043562	439.46656357053445	514.5091579490042	227.31875532448626	231.4542373411971	288.06309241687876	276.1582406485045	336.932617645283
Napa County	102.2409942544621	220.1185480157674	145.7243150585163	143.2090644133636	158.01416133287108	74.96306161581866	73.06909897138743	389.19602246835035	158.6474999706037	304.95439724797814	121.98375306287643	280.3677140174645	874.0514485977477	484.81308083711554	474.9912440504082	350.1200043498574	74.83697699080906	285.83686593432583	601.6953438615781	268.23005036165824	62.5087932110722	235.6069061242005	141.10198847211106	202.73466290060927	369.3834942750225	308.55384805849707	267.41573620048126	0.0	160.68445968169615	674.8177111679305	152.0409457775691	209.73167481759197	777.3163581299165	86.01669784305238	237.5324018641434	681.606197239984	788.641478630092	106.47874290673955	111.88923657587972	385.15990269666423	121.53826387881612	486.3709217652311	153.51883223087165	168.537803663233	251.73167625340133	196.00891952578976	343.03307697930234	42.95474886714196	52.25796978817457	156.40607496467115	79.80291124750948	180.21103086509896	247.4406075774176	402.82307207202564	213.09380320661253	542.4572199195038	41.50108365104134	120.07015992201313
Nevada County	208.671614981424	112.79589575507607	95.4989609512599	82.21720647691885	125.15856735606489	126.97523416188479	184.37455533167582	387.0343107578791	60.49198599560597	298.50583377607677	144.03464956629236	311.0369978417782	848.3499224751409	423.90576687832896	474.9343785791501	368.3315183410619	171.7126824475367	158.75196155631903	609.6211710879921	248.68265326226484	220.37746281844517	206.12489472403442	230.14537392350917	233.84819449272794	255.27732379433962	225.26922798731133	343.3143442837258	160.68445968169615	0.0	679.9011431582841	26.517042863579146	77.39009737199153	751.3467202883079	106.33711950503184	300.0239452149696	639.795751158413	784.2033797060415	263.01016840638727	157.63160993956942	435.9658866438754	251.58625210306832	533.3100953947303	244.46929050720811	276.0986163236112	195.43729012354092	37.734272089400946	295.10839650901625	152.89838500716854	205.2573430854126	193.99510781303525	85.48884845746333	155.25915333274583	249.80657311719432	383.4316550566768	158.2345754954309	568.1610541893492	119.48799979785584	49.40294357362595
Orange County	578.2952215487383	579.1009629341072	589.7732650022211	748.1542670731365	560.4007456797436	730.2064972055065	603.5125092880633	1052.2805954706917	619.5893404754571	383.1170985288288	777.2669698768901	952.2488346817993	235.73711410353286	322.73060966991744	205.2655180985691	324.94741907570165	748.7113794781525	823.0155689412474	73.15417654154234	431.66852690652905	661.0395144169578	474.06810272928567	815.6050207349234	473.58002095119	917.4971212801624	481.7581230738451	430.39213865287235	674.8177111679305	679.9011431582841	0.0	654.320476181682	752.7738583284545	164.30366344782325	619.8820619883403	443.7653553397904	196.8986929108905	117.91325276897003	654.0909340409598	568.7888474202795	309.77091331001196	587.7490044970178	229.2856203930267	530.0355468150765	533.6093832112556	873.3959991306576	700.309541475636	973.9922427387403	633.0566327533363	710.2067235430021	521.2440669510916	691.8718230597076	819.0946886719474	907.6979313606785	298.2688495867921	521.8530746666382	146.2392056594466	668.1600650461925	698.9140118274539
Placer County	188.45079081169487	93.83716360919597	69.03083412646042	101.10517609949773	98.6438945884265	131.3129869000041	166.06460990391417	409.1043330859909	34.79404905346067	272.462453188076	156.40970165911946	328.8310155548862	824.9130005110561	402.78090718214975	449.23399209947377	341.89808552645604	174.747045913603	184.64803145240117	583.8322423614173	222.83792676354255	208.72355430593285	180.31956161205355	237.82122046847323	207.62605822816536	281.4219465650936	205.17761236624804	318.09260023806695	152.0409457775691	26.517042863579146	654.320476181682	0.0	103.80726929669407	727.7935429352569	86.60383376004572	274.42809419998395	617.4197117676572	759.2271374043132	250.06440065884257	134.13574076034178	409.56707203537684	232.99513461515974	506.8081493898653	221.5422583768466	254.14283651167628	219.9026683259395	59.800546106776565	320.0554771607596	137.7408339671549	200.0662330268566	168.54186273877644	84.781371457508	175.2976502504813	269.74781946322196	358.407420071246	133.16947879041868	541.809643646142	110.62964877914233	58.36651418984644
Plumas County	277.27879842828827	176.11237732855963	172.83785440537045	75.66547451769826	202.3605081465347	151.22497350793952	250.24052985468026	332.0074170912425	136.4740087073234	373.4715355881075	141.5500969418526	274.57725245850787	914.0607397580362	484.30469162995945	548.4456935533416	444.7198481385309	192.68749675627603	82.69527756059546	683.2862438885028	323.17363880122787	272.22307788569043	280.68834272369463	232.46376567867316	311.1917336231401	178.20469112688252	285.84875386839315	419.429185240851	209.73167481759197	77.39009737199153	752.7738583284545	103.80726929669407	0.0	817.5726335052493	177.1611173805852	376.7041188090319	702.7129408354504	854.9314460338072	316.17181135864456	232.01597298591756	513.3533055896403	316.48991033052766	610.5453695616	317.2327962751113	346.9483698799311	134.02287851028126	52.92279089382353	228.4191217372792	214.58271901348775	243.62078844484148	270.6436475382628	130.36590530680817	120.7411012342036	207.37731096341142	455.02601466716345	231.3918415676903	644.0555917539095	172.91959070044848	91.81737645375776
Riverside County	688.6769422948313	641.7099211627592	670.189189099982	827.2050634082218	642.994166455701	822.9489388098986	710.1531587422802	1135.9766705309523	693.4387472784118	472.8232695872479	866.8013744422174	1045.0909686542918	97.34743497784054	339.71881153095774	307.7520670862649	434.4338996459315	848.110789119288	878.4201264685187	214.74863210585812	514.5970600900663	774.218701368503	554.1286905751034	917.7660656749309	575.373757133883	967.4784530175391	532.6047342394718	558.6384670030303	777.3163581299165	751.3467202883079	164.30366344782325	727.7935429352569	817.5726335052493	0.0	710.7502205341679	562.0746617665595	126.43360803614331	106.4437241387313	774.3853194064728	666.3602190250499	446.7015153252888	706.632585538137	382.28735988638374	644.7713535385793	655.2804386260702	946.6062947325609	764.7737324837432	1045.2073314851325	734.4203379542344	818.70215744036	620.9213046407564	779.8110321272204	900.8675143929519	993.561571399701	375.8767795641985	595.8342306314188	296.812434910989	763.310914269649	779.0992877285004
Sacramento County	102.36790811850203	135.48015805397813	59.79629606095132	137.07846230327033	74.12424400327737	112.20184074534986	79.57938551673465	432.4793673374761	79.36353062239748	239.39787584312484	157.56608357326866	334.74095962970415	808.0089238121564	405.7118716336385	415.8674068011177	296.80976134914584	141.43295652039677	259.7646514216183	547.4314723569911	196.29184825523984	130.47502298322348	158.79644717398887	212.11190548396993	149.74424065641773	353.463446654249	223.50302306306818	245.74051027037115	86.01669784305238	106.33711950503184	619.8820619883403	86.60383376004572	177.1611173805852	710.7502205341679	0.0	205.75585802263814	609.2513772751977	730.3699061878742	168.4621795495857	57.57850863457842	349.90606245031574	146.39301696715324	450.34811359420837	140.101534874354	170.26004231372954	263.8798052339078	143.88008902111264	363.4000896500713	56.05624581162578	138.26302793232816	103.04431179009197	72.40300681720312	201.56034393606146	287.83658960535627	334.92773701178976	129.2587749979744	495.92133536590336	55.12894136849028	91.19310408650041
San Benito County	136.5983002329551	250.70272803617982	207.32341397810072	342.71835061371513	180.94796255891484	302.81204384053734	164.48220168594833	625.6792757729986	246.64952935841765	128.6266048222318	352.03973157242297	517.8815488197667	656.3765382100626	328.71570245701696	254.33381401485354	128.5135577641893	312.35600863620783	458.75825871244723	370.8443984589404	136.14719617662615	217.33333254696288	148.97234232054728	375.58789254622155	72.50729636426023	554.8994939910124	243.53463145052336	46.07175287762609	237.5324018641434	300.0239452149696	443.7653553397904	274.42809419998395	376.7041188090319	562.0746617665595	205.75585802263814	0.0	483.60640351528815	560.0841933403665	212.5333539105737	148.17923333119677	147.85119302711018	145.03094658749106	249.20291956959875	86.59023039247568	93.44331554915243	468.8647136000399	333.48998200491144	567.3524436812343	199.03850947571485	267.64382892783584	106.06714618408161	275.11893845289666	403.47628497974017	482.23106985328485	210.49861651090487	185.54099471310292	306.486565691176	241.03478997195128	296.58512166030926
San Bernardino County	600.1208650199662	528.2059576547973	563.9757637871378	718.0614494013573	538.4285144739981	720.738292338674	618.4627105760923	1026.51530624753	583.7474956126025	378.0322857180668	762.3280925861919	940.7159243909143	215.85841561489116	219.35941491364514	238.1185981520524	355.7716112024696	749.4228845099979	759.9799658979454	204.27544600225607	413.95016029808033	685.9613708699158	450.5604449306875	819.9267775973375	484.0253486318835	847.0522973922285	416.87432029546534	489.2235103765665	681.606197239984	639.795751158413	196.8986929108905	617.4197117676572	702.7129408354504	126.43360803614331	609.2513772751977	483.60640351528815	0.0	211.14436990906538	691.7357833003881	569.7192431643119	392.4099746048332	624.2366305769261	354.5439072481942	560.6360722494168	576.5441024195832	833.8909763631799	650.3190162587464	931.0832353788232	638.7422672547789	726.328384731496	526.7655529307814	675.6060663169146	792.220804829838	886.0535469242656	280.3271616354708	488.11405076363377	275.7774784310533	663.3406441591006	671.0576629654362
San Diego County	693.5801193540055	679.399651051793	696.7566834728065	855.4221199910568	667.9427885209545	841.6510875810526	718.0773723837015	1161.8307922895508	724.4390097702156	491.5134708411521	887.932202544797	1064.2527637075004	132.4547145831204	397.6005906054857	314.6370150740227	438.60252996883673	861.9783738771948	921.7527586890782	189.56586663215222	538.2811400977901	777.0628837618161	580.0818231635079	929.6854490291105	586.3893602092279	1014.3358859739194	576.1976656178891	547.9780159772394	788.641478630092	784.2033797060415	117.91325276897003	759.2271374043132	854.9314460338072	106.4437241387313	730.3699061878742	560.0841933403665	211.14436990906538	0.0	771.1818721778276	680.9613208762656	427.67287701089424	704.5431866123702	345.392343300932	646.0134644462179	650.6781370724747	979.0820142113643	802.0891362415243	1079.2505974168769	746.4735555050291	825.4437390399811	633.7544286470907	801.7742303565095	927.4973480915666	1017.611854331682	400.8199328412585	626.0762569017634	263.7942136444093	780.0696100699612	806.364961552083
San Francisco County	98.93305730937823	299.65402177672377	222.86639489939265	248.749069018929	222.49240686382308	175.5039081198677	97.29693830068085	456.47145710985455	247.82482566150486	317.641563914605	215.5890812338842	340.1233904766648	868.8944126211603	515.323640655322	466.65399631880297	340.0702549034581	154.086553774802	391.9340045782396	581.628931968234	295.3285015154945	43.97284857667144	275.1751027344686	192.9340876367517	212.25364505105938	473.23449780756596	365.7092881977906	224.92257840738523	106.47874290673955	263.01016840638727	654.0909340409598	250.06440065884257	316.17181135864456	774.3853194064728	168.4621795495857	212.5333539105737	691.7357833003881	771.1818721778276	0.0	156.28340432237783	347.9853860293379	67.81173646587987	444.9663139954791	131.1031360687037	120.50406459385287	347.857469204843	299.67399370457804	431.4126095049478	113.01216707989546	89.21146275280223	179.61444781781438	185.9772317337199	275.5734302235374	324.829223173394	412.69879084739824	271.2096770902275	512.9159730762575	144.77254217240298	225.84657022475537
San Joaquin County	64.72650395411517	149.6105936448618	78.22210085480437	194.5840925134078	68.10932158644535	161.6810567656326	59.60590181081341	485.36154355844974	114.39813373625671	193.5841005468595	209.68667483002088	383.49596744250596	763.2921471719812	374.8500077729968	366.44019555587755	244.17096635441231	181.90176565134823	314.68506482045774	495.94209447403375	156.53642975522826	129.7943541157005	126.21395256750526	251.4250840882701	95.49381271327826	409.4870034276438	210.25705005718135	188.5006221579178	111.88923657587972	157.63160993956942	568.7888474202795	134.13574076034178	232.01597298591756	666.3602190250499	57.57850863457842	148.17923333119677	569.7192431643119	680.9613208762656	156.28340432237783	0.0	292.9039469043917	112.72733724323274	393.65248408540623	87.55678108512429	121.36036083797984	321.10479168113204	193.81771456778387	420.23954693473826	69.09926227397102	158.66537154967347	47.730862840460766	128.08365308318383	257.3677111605069	340.75403482709464	291.2310920868204	115.00327700303535	441.579077440449	99.3925621767752	148.59355532260105
San Luis Obispo County	283.5345700940697	364.47355427217553	340.56429320666354	486.74633309170747	311.3636750531265	450.43690235943154	312.0936615003481	773.529473227769	378.1839350974949	168.74735344565312	499.59386956927557	665.3712867474235	535.8034702309917	303.5208739258933	155.84259082111654	95.3649440570648	459.9229747765679	593.5352692292495	239.3874825698976	212.30132978973708	360.3690915729122	247.5968446405901	521.9467314592705	202.72275201392472	690.6653168356363	314.40192919606693	123.13512890424761	385.15990269666423	435.9658866438754	309.77091331001196	409.56707203537684	513.3533055896403	446.7015153252888	349.90606245031574	147.85119302711018	392.4099746048332	427.67287701089424	347.9853860293379	292.9039469043917	0.0	283.84425640198106	101.36150994506166	232.5172414239272	228.74169475622273	613.7820155422669	466.14211989006674	713.1405974414089	346.87648846487366	412.7621656914015	247.1192530179412	420.92588383664327	549.9855549326036	629.9979976115181	177.15020267689877	296.2749444497622	165.54490210822982	388.3996762237391	439.19032380093154
San Mateo County	48.02897880397117	262.33433746053055	189.16402221024612	259.12310023804514	180.57630717839464	196.39228188558292	67.21173530034974	503.4047729351154	221.54324742232583	251.67258932340062	243.2945986821637	389.8663584169985	801.2545032038968	451.22633548991996	398.92547374081465	272.2755187887759	189.6722721923721	397.1881746417574	515.0733049568181	232.97076137183507	78.12497471541809	217.60009690389776	242.99139105295208	147.85961494731674	485.73932655550703	312.74012628380285	160.9054306012913	121.53826387881612	251.58625210306832	587.7490044970178	232.99513461515974	316.48991033052766	706.632585538137	146.39301696715324	145.03094658749106	624.2366305769261	704.5431866123702	67.81173646587987	112.72733724323274	283.84425640198106	0.0	382.59467772245455	63.95851192569442	55.144345113413735	373.11511674546716	289.3200288331312	464.2584706997597	102.10594190751536	132.70648952249414	121.87199507042214	189.49920100359793	301.74488588776285	365.1856483280062	345.69796991394395	222.1828960059908	447.7938968931748	146.5280188902545	224.925541500157
Santa Barbara County	384.5580485752807	454.712352111597	437.83155344003114	586.8595387811193	408.1876620274448	551.7674817082556	413.3202901554102	874.8812477322934	474.4678171634066	249.72530628511558	600.9031992359188	766.4530117637137	463.7238705721567	327.9524083476598	149.5693874103049	171.94135754066272	561.0859037447776	689.5873992699941	167.5394282846628	298.34508171160974	459.89652587551836	337.44454936400484	622.4939404146126	301.86285171144334	786.8125559038657	389.9500476451882	221.87790357705683	486.3709217652311	533.3100953947303	229.2856203930267	506.8081493898653	610.5453695616	382.28735988638374	450.34811359420837	249.20291956959875	354.5439072481942	345.392343300932	444.9663139954791	393.65248408540623	101.36150994506166	382.59467772245455	0.0	333.4039654352812	327.48857742643526	714.0845585808532	562.034873762492	813.7405159314274	448.235545149709	512.9118715744894	347.3457874039164	521.7351945200628	650.9413686689404	731.3537188322841	220.02524251970385	387.50371620684024	85.48350013924633	489.67667380146077	538.9006593300859
Santa Clara County	51.296961208974054	227.6284148748778	163.6345283916318	272.00144430630985	146.0729401049769	222.7895531308219	81.02378917262482	542.7100107463134	201.34759954890427	187.8766730288811	271.98783701117475	433.08842362974485	739.9124356463635	388.15733681308257	337.42061309432876	210.4399581731204	227.92070667197905	399.8621058860382	457.0223373441527	171.86506716283964	131.05159126569848	161.77538888809957	289.53605587350796	85.75935739852731	493.2734298660437	259.88780793073295	114.05265926734643	153.51883223087165	244.46929050720811	530.0355468150765	221.5422583768466	317.2327962751113	644.7713535385793	140.101534874354	86.59023039247568	560.6360722494168	646.0134644462179	131.1031360687037	87.55678108512429	232.5172414239272	63.95851192569442	333.4039654352812	0.0	36.39200399947797	394.77981377884475	281.0809715480683	490.9710886410061	118.40095287353574	181.0968012937703	71.65440907041089	201.86800868356212	326.4654566837009	400.4578201554074	281.7800670838291	176.15350116308755	393.0147887950872	163.27280193001474	229.8756986218473
Santa Cruz County	71.06504766066972	263.93072563595626	198.70941089602024	297.1611490849434	182.1765808667264	241.60697431203914	100.97233223335022	555.4511569320055	235.7390975664685	211.049745221538	290.0499814492236	443.07191650714503	749.2617010955239	412.93903490509916	347.6094933774592	221.93929825316368	240.42420156567644	429.25279459357023	461.12497004773263	201.3675264123811	132.66253451467063	195.36359179905097	296.86083938482085	115.69377917793842	521.2346019266654	294.0960929231357	105.76133103795698	168.537803663233	276.0986163236112	533.6093832112556	254.14283651167628	346.9483698799311	655.2804386260702	170.26004231372954	93.44331554915243	576.5441024195832	650.6781370724747	120.50406459385287	121.36036083797984	228.74169475622273	55.144345113413735	327.48857742643526	36.39200399947797	0.0	416.7733283703367	313.21429180413185	510.77878701574014	139.64734941272366	186.5884646329667	107.85510660264384	226.58739623377008	346.77628267819625	415.44072851271727	300.797423873037	212.21020003438957	392.9591739249773	185.60191938520146	257.64378530608036
Shasta County	346.37560561333333	305.691625557108	283.8048500128452	127.35489739011878	313.467003316127	176.77132401194154	316.00772487615444	198.2095776744367	254.6706197088863	490.527805793377	132.30568766661963	158.73608947960338	1043.5186325430018	616.4345757848664	668.1422129918953	556.1976490001836	194.68091527852087	119.17413409561964	802.3441839963641	441.7555175270258	307.17654230277117	399.4671317293613	189.6698731385906	412.5833109010777	144.4556072178826	417.4292768737405	506.61677635217524	251.73167625340133	195.43729012354092	873.3959991306576	219.9026683259395	134.02287851028126	946.6062947325609	263.8798052339078	468.8647136000399	833.8909763631799	979.0820142113643	347.857469204843	321.10479168113204	613.7820155422669	373.11511674546716	714.0845585808532	394.77981377884475	416.7733283703367	0.0	184.48206122319183	100.72730553968495	277.3843871370708	259.7866542676856	366.7599144113429	193.91208670811346	72.32250965163325	91.138924569716	578.2744485658732	353.0691662992453	756.5324935035519	231.70205217482302	176.09677910768
Sierra County	246.24721602340512	123.203236862878	126.53946819745266	93.02408505041039	154.93500816739208	153.98959809100975	222.10829528043573	381.20266903926756	87.99637353802322	322.15302780890954	161.09410165948083	315.4274754363097	861.3228336304886	432.24871111263644	496.2480622084795	394.5817649079671	198.69856580745602	127.55533322279352	631.0864386434877	271.6734608594443	256.6693614188946	229.35154646908413	251.10128712561465	265.4569243643332	224.7805832542366	233.4699964524963	377.50764336713735	196.00891952578976	37.734272089400946	700.309541475636	59.800546106776565	52.92279089382353	764.7737324837432	143.88008902111264	333.48998200491144	650.3190162587464	802.0891362415243	299.67399370457804	193.81771456778387	466.14211989006674	289.3200288331312	562.034873762492	281.0809715480683	313.21429180413185	184.48206122319183	0.0	280.7933031475563	190.38411829367607	238.26249943666022	227.8801804174539	118.13750412726407	158.25345315240853	250.55120559404804	402.3839654012465	179.57660130769565	593.1856077452826	155.34912056331217	78.43531185568517
Siskiyou County	441.4129136808321	403.5446849369889	384.5100349299108	227.71100347080656	414.19059494699013	269.17471227256226	410.9365117491903	123.67177405752011	354.84950451757004	591.2103445048361	221.05014069744496	152.3323644941104	1141.9129567210746	712.7139934816296	768.7557279319152	656.8283254596458	277.81886801157316	186.23265817284403	903.0227337664974	542.3261895018732	393.623001710194	499.9780843502543	251.72012296258157	512.6412861760266	150.93329668822648	514.2096545344219	603.8980866469276	343.03307697930234	295.10839650901625	973.9922427387403	320.0554771607596	228.4191217372792	1045.2073314851325	363.4000896500713	567.3524436812343	931.0832353788232	1079.2505974168769	431.4126095049478	420.23954693473826	713.1405974414089	464.2584706997597	813.7405159314274	490.9710886410061	510.77878701574014	100.72730553968495	280.7933031475563	0.0	372.70288991365	342.20411101109977	466.433684327997	292.3260870710248	164.50715830236987	115.32344397131116	678.4365508993064	453.1766989355674	857.1270458810152	327.8119778933716	276.6786881571777
Solano County	68.99146994115732	190.59581757028565	113.81229246412227	158.2478221471177	120.7401110299124	104.4920711152647	38.68178287258136	426.66760987338	135.15867002055793	262.0012110229928	153.76577536276332	320.35517883974734	831.1894500808946	443.1187211246789	432.5365975035991	308.16421459509405	115.65812282753522	295.08224353619954	559.9798224056804	225.60686275147626	74.46059285886545	193.94634521154416	183.65978301447478	160.21776375932745	384.1689029465629	270.9964193638883	232.0712277785468	42.95474886714196	152.89838500716854	633.0566327533363	137.7408339671549	214.58271901348775	734.4203379542344	56.05624581162578	199.03850947571485	638.7422672547789	746.4735555050291	113.01216707989546	69.09926227397102	346.87648846487366	102.10594190751536	448.235545149709	118.40095287353574	139.64734941272366	277.3843871370708	190.38411829367607	372.70288991365	0.0	90.63030075621528	113.56305715424153	87.91953032343642	208.2364148080972	283.266753263471	359.8694418461011	174.84732094442904	502.0388489115558	45.9673753935162	122.88199047036466
Sonoma County	131.91546147069275	272.1048529285711	197.98218139884392	170.72717334451335	209.64983431186968	93.91554169776188	108.5533708810653	371.5893993894509	209.69965516494977	348.43307850983734	128.0668736842898	257.24497576528285	914.9494376969402	533.441165222171	513.7333982289998	387.3576628343115	65.2173011392824	313.4967503410235	637.0840604864284	314.8259199187822	54.933592765943175	284.4124015052179	110.32395678384339	243.49849723074317	389.40500480618095	360.2806523562506	291.2085113633323	52.25796978817457	205.2573430854126	710.2067235430021	200.0662330268566	243.62078844484148	818.70215744036	138.26302793232816	267.64382892783584	726.328384731496	825.4437390399811	89.21146275280223	158.66537154967347	412.7621656914015	132.70648952249414	512.9118715744894	181.0968012937703	186.5884646329667	259.7866542676856	238.26249943666022	342.20411101109977	90.63030075621528	0.0	199.56530151476082	120.21470683547632	187.75592695847595	236.57581400169184	446.40665140441774	264.49983518045264	574.1100521276499	90.5963210100662	159.99964242416576
