source_zipcode,target_zipcode,lag_1_corr,lag_2_corr,lag_3_corr,lag_4_corr,lag_5_corr,lag_6_corr
6071,32015,0.5081286035593489,0.4911135603682771,0.476163925312869,0.4623816966784249,0.4483215945976772,0.42528096486686917
6073,32015,0.4343438654078471,0.41535505316398036,0.39923950623195836,0.3847176205606803,0.3711340611015755,0.35137350170747367
6075,32015,0.4139068379673364,0.39713820644290526,0.380821712523198,0.3658647482817972,0.3519830491795725,0.32900250184468904
6077,32015,0.6850588544790894,0.636039608044381,0.592849277854521,0.5554117827145867,0.5296963065631479,0.49828907945442097
6079,32015,0.5455011182574311,0.5100142562705645,0.4809544815244371,0.46240997748655077,0.4494638264603061,0.4301737184644251
6081,32015,0.27788652676110653,0.26063878301812043,0.24384841955653574,0.22720025366198474,0.21057077104575717,0.1874882186118012
6083,32015,0.5526403122126939,0.4974693509540536,0.4427193708455349,0.41378314238029595,0.4077998073902512,0.40445105956154287
6085,32015,0.32001052655922324,0.3032195579877635,0.2867369865350118,0.26928071575144574,0.25329408926875663,0.23235577074548022
6087,32015,0.6078952449195508,0.5282291262718871,0.4412215433307494,0.37581601356479305,0.35211987917197796,0.3458279754764048
6089,32015,0.6695513382281013,0.6176014897568611,0.5641796399993643,0.5216395671452693,0.49513740188727084,0.47436653601703455
6091,32015,0.5728644575828635,0.49438261052062454,0.3991035843822724,0.31233236867166997,0.2638626464632613,0.2487150292977385
6093,32015,0.7211777742459159,0.6436825892707804,0.5627852443560183,0.5121269920960007,0.4928271832447935,0.48640135328122613
6095,32015,0.5076452017297541,0.48196492110321765,0.4562070600130729,0.4348643617863695,0.41955199542836796,0.40105924882351757
6097,32015,0.40388298770496484,0.3712199352922225,0.33986340195225784,0.31418792710952714,0.2953092933767564,0.273152162206327
6099,32015,0.7689488994427585,0.7312266247720473,0.6924459218698877,0.6506037494416208,0.608373909102014,0.5665987515516762
6101,32015,0.7446818717762829,0.6865793429111382,0.6213030866912813,0.55625679443826,0.5070817296719723,0.46620619560300064
6103,32015,0.6711443934562206,0.6239178259756781,0.5739334661709257,0.538062342688747,0.51298017526942,0.48743882178165443
6105,32015,0.655691636978463,0.5784446189649016,0.4944783456311736,0.42955044226329864,0.4016441042301368,0.3925830158001345
6107,32015,0.7726805694193536,0.7149434566697529,0.6474769683120704,0.6119923520942716,0.5990941763554916,0.5972572133472682
6109,32015,0.6788072593734312,0.6274343266257939,0.5731205984993147,0.5269527414189372,0.4973381301305225,0.4796831063663394
6111,32015,0.5478974699719562,0.5169606900509628,0.49821925071595424,0.497680857000999,0.5093152267205937,0.5098737439829593
6113,32015,0.4759132890547534,0.41432537533052255,0.35395804898949446,0.31660640631791576,0.29608131197400217,0.2806955665182835
6115,32015,0.7632613096455926,0.7106674111428515,0.6547277986061024,0.609657866895616,0.5814579445183098,0.5551259689630206
32001,32015,0.7149062867338662,0.6674729228788054,0.6239830969199177,0.5895272858137757,0.5729226585170168,0.5613791263354017
32003,32015,0.24862670765015304,0.22490653943139116,0.20953998928136622,0.1881191749756212,0.17151144474778313,0.15015746862531343
32005,32015,0.46656784050063,0.4255679872442557,0.39236326786935394,0.3601275161885544,0.33374778448215703,0.31316916995604704
32007,32015,0.7211036143482917,0.6486531840158795,0.5855061087189422,0.5332591725549686,0.4990328776635471,0.47332299181300885
32009,32015,0.6499200472017952,0.636988221546435,0.6300946236797794,0.6187719788341286,0.601709250315024,0.5866220183948428
32011,32015,0.743604488839906,0.7093687348770791,0.6699210717792372,0.6268244226372899,0.6028437575730412,0.5788790867186405
32013,32015,0.6336507369537809,0.5791721840414722,0.5249926399273878,0.4799555500825801,0.4539388552752817,0.4243598206291958
32017,32015,0.7450024113643906,0.7231417914005679,0.7068689844654149,0.6887414654906693,0.6833765820400225,0.6735703612358407
32019,32015,0.5409210128172467,0.4933508077299433,0.4515593246727777,0.4139143365685967,0.39208525247969195,0.37682256435705463
32021,32015,0.5821038847982607,0.5647231209579486,0.5446168720249799,0.525478843849054,0.509324748410741,0.49365673573720953
32023,32015,0.230469504968747,0.20910844228780073,0.19192724103653463,0.17455885424419093,0.1588484562326893,0.14106974821461984
32027,32015,0.43262106222110924,0.39360318351054957,0.35870965968473206,0.32062270361674583,0.2969340053507373,0.27034294342649196
32029,32015,0.3276557510460059,0.28800045381400274,0.25866549700860203,0.23008767706777314,0.21028067927922758,0.20085984328480894
32031,32015,0.38827793967220064,0.3498577510802386,0.3165703900319762,0.2849966905868965,0.26132428517916834,0.24191257359530335
32033,32015,0.7431864653258882,0.7002595056229882,0.6563446787385178,0.6218715174308194,0.5956253951285928,0.5656829470091896
32510,32015,0.5654954510990859,0.5158791066168888,0.47015504822892945,0.4277223283869622,0.40150041843676293,0.38156102014967197
4001,32017,0.7968380905202024,0.7887173104452883,0.7867157181586333,0.7956160909388585,0.8289539982341989,0.8452718160358647
4003,32017,0.8880470272946761,0.8792273309131685,0.8649462815905352,0.85076052551786,0.8485117731777708,0.8471184121017097
4005,32017,0.7235084265632861,0.6986847129761521,0.673648403079161,0.6648437426150265,0.6770483612814916,0.6839022544356735
4007,32017,0.7740072104228936,0.7570435781969743,0.7377454756148666,0.7143873366248303,0.7096452309140089,0.7030083175135806
4009,32017,0.7197983483264144,0.7077210442170925,0.6885604688171756,0.6712235463293478,0.6628123596883309,0.6505888229535268
4011,32017,0.5901657850082574,0.5782244734955055,0.5622211214918753,0.541965092689214,0.5292860752892319,0.5096060355663059
4012,32017,0.7924805110567703,0.7727489636167651,0.746658178526679,0.7279746924152528,0.7235481304004259,0.7234332612684105
4013,32017,0.43045985869998593,0.4101434314541029,0.3880347007646533,0.36806185657814416,0.35557188352030755,0.3400247656731361
4015,32017,0.6761297255736758,0.6514509048819973,0.6273488259378422,0.6063342943743888,0.5938478713485585,0.586041396500559
4017,32017,0.819511261004147,0.8043753939337872,0.7914267015781916,0.7819003430259873,0.797437474010173,0.8036187927370105
4019,32017,0.30621086430056554,0.28723700075644737,0.26897716180601566,0.2519392712598665,0.24350384436641465,0.23273011976174005
4021,32017,0.4999276132743886,0.47436083799625556,0.4492251071248322,0.42656138577479696,0.4148444073517403,0.4019717489837515
4023,32017,0.6624731667153082,0.66016481937752,0.6611800825627709,0.6648803549989435,0.6917140949940193,0.7171124885934116
4025,32017,0.5537942150446515,0.5260962808179876,0.4992479962541688,0.4763465486715245,0.46275112373728977,0.45290505652562574
4027,32017,0.5901171373784145,0.6005648385489631,0.6279097748241391,0.6558486996979206,0.667007915312035,0.6697039253480631
6001,32017,0.5251178269781712,0.507329585130347,0.4880649861671186,0.47013201942509575,0.4555128680190868,0.4417260702076811
6003,32017,0.4069247169574949,0.4108391175246585,0.42757500946591903,0.4693466528578627,0.4680256327826148,0.44731672190198124
6005,32017,0.6928580640530565,0.6710470581907801,0.6453939434915077,0.6218092258571902,0.6054835533918341,0.5925135175698835
6007,32017,0.7939702023199909,0.7708091581345854,0.7442691054273096,0.7244114446071289,0.7160455739667202,0.7010335371562998
6009,32017,0.8297242490642531,0.807446905841006,0.7808517519401853,0.7579605493012743,0.7397092992602704,0.7269146204209339
6011,32017,0.525651095885275,0.48318977454735323,0.4222071774393751,0.39401900681713237,0.38749608663706886,0.38366369488760754
6013,32017,0.5476380851068356,0.5291053229719802,0.5085316557013556,0.49075881868986637,0.4761920307664781,0.462739653322826
6015,32017,0.8091935028714814,0.7958643209606454,0.7711366255138432,0.7560809272777317,0.7394181067648703,0.7257806501048918
6017,32017,0.7038086367742732,0.6816872681946433,0.6550701682124985,0.6342162820999557,0.6108777968406621,0.5927639355430041
6019,32017,0.7645917121524854,0.7429917835076363,0.7153306695632435,0.6915888045501801,0.6719482607951537,0.6611695453484925
6021,32017,0.8095374927987763,0.7830729209634955,0.7511977846027803,0.7393744638038675,0.7387701003196936,0.7341195799086957
6023,32017,0.7333580853247385,0.7053379498379736,0.6725442306257098,0.6467488419363486,0.6281130124880231,0.6147343785306297
6025,32017,0.6936650816543201,0.6848610347949128,0.6943738917546806,0.6914123676741842,0.7006547395163225,0.7227937176652499
6027,32017,0.8262534410974399,0.7973503928201988,0.7708438480833181,0.7489061736672133,0.7350091354840161,0.7250801873842414
6029,32017,0.7912525662730339,0.7726513206648326,0.7357365028866215,0.7055199963716421,0.6865286866865186,0.6747615825592486
6031,32017,0.7431107441352804,0.7224637532677797,0.6876827918879025,0.6589020054812368,0.6453506092731682,0.6393561406788966
6033,32017,0.7920490207399545,0.7703932951437533,0.7451205094687775,0.7191633593838221,0.7017554333773559,0.6858491305848251
6035,32017,0.7575603534021981,0.7353761361405395,0.6936740932581609,0.6565201891551038,0.6384727638701799,0.6267173108327011
6037,32017,0.6431703775807449,0.626644239037274,0.6114240235929909,0.5967567104669517,0.5789345874111053,0.5680363148918939
6039,32017,0.8015809277901867,0.7855536436117182,0.7681742619201277,0.7514241585941625,0.7266257961099882,0.7134175547191322
6041,32017,0.4884719092105009,0.46697006359197346,0.4424342585200484,0.4214507339381776,0.40453853601068523,0.38760291552635034
6043,32017,0.6432364218349622,0.6157078481515108,0.5716098271078176,0.5412117742506211,0.5218952223746208,0.5240493227490205
6045,32017,0.761337683283686,0.7337768698605733,0.6946136972684097,0.664962987931538,0.6452352921401572,0.6282689407333512
6047,32017,0.7871573963306667,0.7638563163044519,0.7362963931275126,0.7090317891135183,0.6929475375684945,0.6755376321122838
6049,32017,0.7369012959471982,0.711369149598252,0.6727758553339981,0.6455557187851151,0.6306191111689784,0.6271266902428724
6051,32017,0.5943220374714729,0.5796698690436852,0.5822541749789305,0.6182762920861645,0.5966037434076861,0.5713514740798137
6053,32017,0.5662910976390354,0.5235023632549283,0.46651295589651254,0.4284473278395131,0.42613104774400323,0.42539259045482103
6055,32017,0.6751473956602105,0.6407896111299941,0.6101052908590658,0.5901731185539268,0.579632909791926,0.5687471628159491
6057,32017,0.7513182452837641,0.7300548308656154,0.7046334483973936,0.6844934451599002,0.6653319120088281,0.6479159302675381
6059,32017,0.5428001018543026,0.5240712916280921,0.5040547679519467,0.4858745690746669,0.4699569248454814,0.45362885005600423
6061,32017,0.6942318306618436,0.6732959644146124,0.6476793180485038,0.6267233306583385,0.6063472223786345,0.5870933355450288
6063,32017,0.6353014053615638,0.6038424482672946,0.5527215690434091,0.507386041598625,0.4839174553162176,0.47679098992491153
6065,32017,0.7537796253759929,0.7292802250910853,0.7103831744402905,0.6947123551093071,0.6857788634530887,0.6824177022033853
6067,32017,0.6430866631785279,0.6245447311145094,0.6045019342141476,0.5879881813035522,0.5757732892144727,0.5636902143787855
6069,32017,0.7522399347428578,0.7284730267790501,0.6960966558697327,0.6683018766169596,0.6428010111655929,0.6180674948986832
6071,32017,0.6966380674213891,0.6816010442811354,0.6657050451936927,0.6519753645618518,0.6407702403904171,0.6285582346552107
6073,32017,0.624834667431492,0.6061667160111524,0.5869793102505976,0.5701358093427427,0.5561584024644447,0.5420517776215853
6075,32017,0.5440840413166748,0.5243019728642805,0.5017460876368978,0.48261164145540236,0.46719875793023014,0.45187412651586417
6077,32017,0.8001853606287093,0.7756311165295724,0.7517172020626582,0.7296981411745439,0.7166848065402653,0.6977529762242024
