Apache County	Cochise County	Coconino County	Gila County	Graham County	Greenlee County	La Paz County	Maricopa County	Mohave County	Navajo County	Pima County	Pinal County	Santa Cruz County	Yavapai County	Yuma County	Alameda County	Alpine County	Amador County	Butte County	Calaveras County	Colusa County	Contra Costa County	Del Norte County	El Dorado County	Fresno County	Glenn County	Humboldt County	Imperial County	Inyo County	Kern County	Kings County	Lake County	Lassen County	Los Angeles County	Madera County	Marin County	Mariposa County	Mendocino County	Merced County	Modoc County	Mono County	Monterey County	Napa County	Nevada County	Orange County	Placer County	Plumas County	Riverside County	Sacramento County	San Benito County	San Bernardino County	San Diego County	San Francisco County	San Joaquin County	San Luis Obispo County	San Mateo County	Santa Barbara County	Santa Clara County	Shasta County	Sierra County	Siskiyou County	Solano County	Sonoma County	Stanislaus County	Sutter County	Tehama County	Trinity County	Tulare County	Tuolumne County	Ventura County	Yolo County	Yuba County	Churchill County	Clark County	Douglas County	Elko County	Esmeralda County	Eureka County	Lander County	Lincoln County	Lyon County	Mineral County	Nye County	Pershing County	Storey County	Washoe County	White Pine County	Carson City
Inyo County	723.8489368545556	875.7866410507197	511.66480535729477	673.5759687939825	796.9360119928557	830.5685830096382	439.194625553324	572.3703235155705	341.28486678951714	650.3620859720372	713.3986769410269	684.2067312288351	412.93903490509916	486.28424168905644	528.5501846540632	417.5875018095975	311.3700358900497	354.8731833550539	503.8798646991147	332.1990412789853	514.286495085251	429.8744611248955	810.8832958633145	370.13939187942907	202.0040911294939	552.7002120921738	542.4553162173224	433.88577761321983	0.0	180.27134514508535	222.8115746516264	547.1303794618643	540.6236636475013	274.2954762555349	220.71430249403676	500.5821793868419	249.22537161832304	617.7620238423013	303.4533535665182	628.1993225332367	199.0555399958877	351.88766413000553	484.81308083711554	423.90576687832896	322.73060966991744	402.78090718214975	484.30469162995945	339.71881153095774	405.7118716336385	328.71570245701696	219.35941491364514	397.6005906054857	515.323640655322	374.8500077729968	303.5208739258933	451.22633548991996	327.9524083476598	388.15733681308257	616.4345757848664	432.24871111263644	712.7139934816296	443.1187211246789	533.441165222171	338.12611539003785	467.2721668317049	578.0766221766631	672.5025416697082	128.7050998197869	278.64593254513	290.7568676380077	460.80543784421644	458.3445837307694	339.34648575318715	217.40768017944728	324.76402478260485	539.26154238861	136.82841427236906	392.44943644814964	372.49873933902705	254.95287984608143	315.6947267525175	234.95914641078392	177.08796053440827	439.9561805767284	369.8743446624803	503.61100517488734	385.96120714429526	354.00013278964144
Kern County	837.4962608441299	915.9566097274433	631.1378316350219	745.1210838971261	857.3400876006875	902.0917667065758	465.781778428346	613.6348047052228	452.45537957360915	762.2105098922809	734.9780094467363	729.2635738250847	347.6094933774592	565.9833893787129	527.9733340567028	382.5606603879756	376.3428133772541	384.51142452624566	542.9413667455134	355.17292452004364	527.017584427432	405.53788622153587	847.8299267810378	414.54413738043434	177.92071081838708	573.4287855562023	676.0178807606885	402.4963400951983	180.27134514508535	0.0	126.99891003746116	547.8060962374449	620.3112612651472	134.8432975339123	226.46273024553676	467.57388710453023	268.9227139039058	616.088191097142	272.31890712635516	715.7517729806102	285.97823407261524	253.51251502041941	474.9912440504082	474.9343785791501	205.2655180985691	449.23399209947377	548.4456935533416	307.7520670862649	415.8674068011177	254.33381401485354	238.1185981520524	314.6370150740227	466.65399631880297	366.44019555587755	155.84259082111654	398.92547374081465	149.5693874103049	337.42061309432876	668.1422129918953	496.2480622084795	768.7557279319152	432.5365975035991	513.7333982289998	319.4108834357969	487.5058991566916	614.1349309938868	703.4064186979533	98.20685978087504	317.15605182777745	115.8579907565941	465.45682998305233	493.71354988473706	467.83202653730143	348.7675628919043	403.29032407947415	708.4886906521933	287.65947859745955	558.4788901891783	527.535361318594	429.1130094396584	410.80101453138275	353.58696087062117	354.71754437729805	567.0114651181143	460.3669988130176	604.5821796590288	565.0460950667962	432.72866996813895
Kings County	934.7238592120207	1037.9938910029791	724.1745599814238	858.7571070415443	974.6783336531159	1016.483311716568	587.6639537559569	734.0689904345919	547.7318994180177	860.0086268247262	859.3585939128185	849.6121930407342	221.93929825316368	675.5569051700495	653.8877341524482	255.84352307372504	283.47385877079785	273.8876449318406	429.2163544519495	243.91172101857236	405.8206725691791	279.5617755103557	729.0110237689579	308.2857193880783	77.89630684139485	453.43750487992213	611.0313281235159	529.4751455813368	222.8115746516264	126.99891003746116	0.0	423.8022509011952	521.7438356933549	251.9417572655185	126.60268633338413	340.63030499212505	166.7453196670094	491.10998526218947	148.7535961153413	618.7950782109777	221.32910081902511	135.95606394848005	350.1200043498574	368.3315183410619	324.94741907570165	341.89808552645604	444.7198481385309	434.4338996459315	296.80976134914584	128.5135577641893	355.7716112024696	438.60252996883673	340.0702549034581	244.17096635441231	95.3649440570648	272.2755187887759	171.94135754066272	210.4399581731204	556.1976490001836	394.5817649079671	656.8283254596458	308.16421459509405	387.3576628343115	196.50087994855957	369.1837395616308	497.83555043644395	584.3197180466072	94.49447857220802	217.1181300195578	200.38677129043444	343.5535262958479	380.15118366005726	408.69140777513627	431.41307876000934	315.50270711418494	683.9625585050436	271.3982603345963	533.6528367922962	489.84662874936663	473.56811872939284	332.4886232841959	298.62662779597963	364.8240775637845	500.86408278710405	375.14375145347765	518.5110001842432	570.0612937007418	342.59765005342393
Lake County	1242.4668884542332	1422.7063571037384	1033.4576833322487	1218.2540821047971	1343.1223871062482	1373.998221062767	980.726510407862	1118.578228781413	878.3842701968238	1173.2750470345957	1256.272270678483	1231.1606165534145	240.42420156567644	1031.015660420144	1060.5479683464696	176.6380689688557	260.64391115934905	195.35659844315444	117.11125113256568	215.12821701329773	44.87473570184531	147.87560037195448	315.2759413751635	194.41544148952187	375.2902518812706	63.780036486153584	468.7494191834335	945.1121011748423	547.1303794618643	547.8060962374449	423.8022509011952	0.0	255.52331457489638	675.6376085945057	335.53177958350756	115.97466054566372	299.71820178337674	70.71574803839592	275.59455413582526	326.6433473901043	361.4576658380278	341.495961528137	74.83697699080906	171.7126824475367	748.7113794781525	174.747045913603	192.68749675627603	848.110789119288	141.43295652039677	312.35600863620783	749.4228845099979	861.9783738771948	154.086553774802	181.90176565134823	459.9229747765679	189.6722721923721	561.0859037447776	227.92070667197905	194.68091527852087	198.69856580745602	277.81886801157316	115.65812282753522	65.2173011392824	228.41572487570164	90.2663312212849	122.85800368615948	175.51357250469763	472.5749260852444	269.72624925281013	617.1574637044909	86.43939223109889	122.44394874083689	388.71447672818755	751.9942013021808	271.9520294161471	668.4786261322033	468.7858775496035	563.7106892488234	497.08064935755857	706.0056367000134	306.54742231884325	380.6702185498689	561.0341784093403	399.6741110027279	279.9884546697958	320.00855079695106	676.30046493889	258.804982236185
Lassen County	1140.3258614707263	1384.1781145685416	944.4499172874845	1160.1385077777777	1288.8765496303452	1307.7645898118124	971.5997639807501	1091.4808392588013	818.5204013455536	1078.6524459248749	1239.3191286275655	1195.550045869698	429.25279459357023	979.3920909043483	1066.582184003438	359.2250344852703	244.03814682766358	253.25874183876516	143.45780992551659	282.1835632918846	219.60473796290793	331.6083076253643	304.951054666783	215.37044062047224	448.37636269500564	195.28081403914024	223.25015680244533	973.8956746146064	540.6236636475013	620.3112612651472	521.7438356933549	255.52331457489638	0.0	754.9337057664313	397.77430249428494	348.0609736449605	355.79267639830033	278.9330168189374	392.18654031017616	97.22551436611762	346.51526883585603	501.8183155174302	285.83686593432583	158.75196155631903	823.0155689412474	184.64803145240117	82.69527756059546	878.4201264685187	259.7646514216183	458.75825871244723	759.9799658979454	921.7527586890782	391.9340045782396	314.68506482045774	593.5352692292495	397.1881746417574	689.5873992699941	399.8621058860382	119.17413409561964	127.55533322279352	186.23265817284403	295.08224353619954	313.4967503410235	352.7071063523824	208.56071097855025	150.90475901195052	209.64741291274447	524.7682640756035	305.5822333639134	719.6299037743947	251.75012945958218	172.43027125099286	240.34031139931145	699.8401882170991	219.94484303863518	445.8189364783378	416.65370089458776	378.3789499953872	317.1724212668345	603.841396525463	225.00532374136898	309.8732104437492	471.6039792678729	190.1113902965074	170.83780867024834	81.5545528433984	508.4858820977345	189.89780690241966
Los Angeles County	811.5577044368175	833.1962769473641	618.0150820587671	688.1656376581745	789.1588665928119	840.6987648915734	392.9184517159192	540.948077111042	444.58469156074756	736.9597564046958	645.2285386833292	654.4186688803901	461.12497004773263	523.6349904022129	433.3499238434902	505.1697970203215	510.9052371793075	518.555569475748	676.6385893537723	489.0144830381819	657.4579525647533	530.3586598528038	979.9035425135612	549.1887008866458	311.8164250511476	704.6882651193295	801.9703617799103	298.2124756666498	274.2954762555349	134.8432975339123	251.9417572655185	675.6376085945057	754.9337057664313	0.0	360.99471507681335	588.0517422654133	403.5220202288244	742.4600356580537	400.64624459462016	850.1249167981779	417.2378751515982	358.56617944456957	601.6953438615781	609.6211710879921	73.15417654154234	583.8322423614173	683.2862438885028	214.74863210585812	547.4314723569911	370.8443984589404	204.27544600225607	189.56586663215222	581.628931968234	495.94209447403375	239.3874825698976	515.0733049568181	167.5394282846628	457.0223373441527	802.3441839963641	631.0864386434877	903.0227337664974	559.9798224056804	637.0840604864284	448.3477477974479	619.5427427274608	747.1456686804194	835.267272946345	230.86499695284866	451.9729415035428	82.06521087775822	595.3306558593035	627.3804296720971	593.9267646210749	370.6775906199604	537.2172310510566	813.458831000315	402.36582619527337	666.5922669184363	643.3098715582859	489.658462435489	543.0547448997866	480.588471655892	449.3399630214525	694.3390768676611	593.6024610001268	737.3508309156518	653.0842346465564	566.8285549978666
Madera County	941.0493442462556	1090.577143226957	728.8477452791399	893.5103044206761	1015.7573809174849	1050.797623966402	645.8578928925161	785.6800229505792	561.5151827724065	868.4143048279732	921.371149014979	899.3680462822279	201.3675264123811	706.4140481212665	725.101445036161	197.05658557478446	157.06073543633337	158.50423645834698	317.17323302337894	129.73349101580794	308.4364850499919	209.48506068178213	624.0678703719408	188.21714586368526	50.61110322745946	352.35829358914975	487.1971517113321	611.8990934231668	220.71430249403676	226.46273024553676	126.60268633338413	335.53177958350756	397.77430249428494	360.99471507681335	0.0	279.95125809994516	42.5651499820104	405.9844004507842	86.19180920231328	494.42192722892185	110.02773590113875	176.34850484704947	268.23005036165824	248.68265326226484	431.66852690652905	222.83792676354255	323.17363880122787	514.5970600900663	196.29184825523984	136.14719617662615	413.95016029808033	538.2811400977901	295.3285015154945	156.53642975522826	212.30132978973708	232.97076137183507	298.34508171160974	171.86506716283964	441.7555175270258	271.6734608594443	542.3261895018732	225.60686275147626	314.8259199187822	117.43929960193225	265.4332674027064	389.329629527636	480.38291699873776	139.117213346692	92.21138581043026	321.8660406012944	249.6677099283281	268.085189673235	289.4281759774487	436.3812175480691	188.91211126078076	578.483581924279	197.2292989736171	431.29220138040193	380.3789443484959	434.0703461085525	207.2401689231592	186.5955603737798	301.88259414482053	377.42800371549504	248.58190590680022	391.9454412067228	489.0695630481705	216.07838846672882
Marin County	1216.9646596064385	1367.2637093616702	1005.2754671864981	1173.320863506323	1295.016114612239	1330.6939823236573	919.3956109042804	1062.126504190711	840.7358391183611	1145.2593275275317	1193.942466880631	1176.6184676061848	132.66253451467063	986.3090928893674	991.9257099976488	85.90893165702941	264.7713464708295	187.81246797330618	205.00120503639715	191.66581203003116	132.76009128556976	71.16169425580357	426.4673527516907	209.24395641080343	308.4210765678755	174.9927462086025	543.208545512096	869.8449601114311	500.5821793868419	467.57388710453023	340.63030499212505	115.97466054566372	348.0609736449605	588.0517422654133	279.95125809994516	0.0	254.57304490632978	164.98110643838723	202.05788518827652	430.11020018032787	339.5578775181803	238.0186346174027	62.5087932110722	220.37746281844517	661.0395144169578	208.72355430593285	272.22307788569043	774.218701368503	130.47502298322348	217.33333254696288	685.9613708699158	777.0628837618161	43.97284857667144	129.7943541157005	360.3690915729122	78.12497471541809	459.89652587551836	131.05159126569848	307.17654230277117	256.6693614188946	393.623001710194	74.46059285886545	54.933592765943175	162.52201616782025	142.10216354116287	234.87704843476334	290.3934839649781	405.6613367230401	243.59263633660663	523.0728377116181	101.39609461521337	182.10676142571995	422.0308068959583	714.9931704027986	289.061773759604	720.3463623087711	449.5511650536275	598.726569704483	533.6454777988662	693.542500473179	326.9332128150242	381.38599335312847	550.7928133827456	458.106822247462	319.06068006219937	398.9057668826801	696.9933797751987	287.8897003749715
Mariposa County	962.4649683699103	1123.505988105819	750.7109013740127	922.669383570738	1046.1451472410222	1079.444497807559	681.107845250784	819.0761557886499	587.0305038104201	890.6867739284751	956.6324704806051	932.0434452335554	195.36359179905097	735.3261522822385	762.561542624422	176.34915800477046	117.3781318213273	116.8291951648423	275.393667835796	88.88054066874182	270.2167720021341	183.41391399374876	582.9998078430224	145.6695146396851	92.81522654877824	312.82183261405385	453.389108479141	651.4755552263117	249.22537161832304	268.9227139039058	166.7453196670094	299.71820178337674	355.79267639830033	403.5220202288244	42.5651499820104	254.57304490632978	0.0	370.41966060977103	82.83690040925481	452.61347401117314	99.01401427171055	193.44792867735597	235.6069061242005	206.12489472403442	474.06810272928567	180.31956161205355	280.68834272369463	554.1286905751034	158.79644717398887	148.97234232054728	450.5604449306875	580.0818231635079	275.1751027344686	126.21395256750526	247.5968446405901	217.60009690389776	337.44454936400484	161.77538888809957	399.4671317293613	229.35154646908413	499.9780843502543	193.94634521154416	284.4124015052179	96.0717334792944	225.83208937103112	348.0072265083858	439.73775077823205	179.91229011419128	50.400441397089075	363.9043874774295	213.32285304549515	226.45943584443282	261.570172845019	460.9470261053825	150.8091467826286	557.9486717062227	202.04058059156068	413.8022770691088	359.0058777736617	444.87281724978754	173.1235387113679	168.08917412509015	306.74649619658504	344.50037800528435	210.4795588273499	352.4815641464631	482.1007953093487	176.61518144796094
Mendocino County	1310.2462710133877	1493.3918033941122	1101.873441015374	1288.4696100004621	1413.5207566457018	1444.0319431523728	1051.3788147020139	1189.2905189380992	948.1489102693183	1241.5294822860674	1326.9279811729418	1301.8402885382618	296.86083938482085	1101.2846559009713	1130.8360608344708	238.99516059948013	327.44152296412136	265.0848171592735	159.96353536419312	285.65095049713204	107.50178131843502	212.26798458804797	263.5439723083129	261.05032206436755	445.0082678582139	91.29328284721198	500.5928416869506	1014.6475090443731	617.7620238423013	616.088191097142	491.10998526218947	70.71574803839592	278.9330168189374	742.4600356580537	405.9844004507842	164.98110643838723	370.41966060977103	0.0	343.80307721783504	332.77566915829766	430.828402989645	401.09083123173497	141.10198847211106	230.14537392350917	815.6050207349234	237.82122046847323	232.46376567867316	917.7660656749309	212.11190548396993	375.58789254622155	819.9267775973375	929.6854490291105	192.9340876367517	251.4250840882701	521.9467314592705	242.99139105295208	622.4939404146126	289.53605587350796	189.6698731385906	251.10128712561465	251.72012296258157	183.65978301447478	110.32395678384339	297.18114886033106	156.1131808318487	129.0464420655897	138.00909614375212	542.5517495901506	340.0368958984543	681.8184023630673	157.15473114823422	181.34360250638767	444.52604986993373	821.825466355319	335.64240231522075	711.8367050851457	537.2037084217902	616.2504249862365	549.7814953158102	772.250644971279	368.48607635092054	446.23284810387673	627.4332321068676	443.45113827778016	336.47395922183284	352.6629656404925	733.4478501896969	319.5104863944295
Merced County	1025.9953123927826	1165.2473167899682	813.7296365530196	973.2427442844453	1093.9891392895138	1130.8844771910383	717.4124804033255	860.1141931821	644.7325253894352	953.0426685680148	992.1478239325573	974.6992396464714	115.69377917793842	786.6721152784157	791.2974360596072	116.47908351672018	178.19608238992726	138.9859646507895	285.2457208226031	110.89481132513494	257.17384351368094	134.99690036944568	580.7600680079646	177.6596262297563	106.41090649932853	305.08101287209985	518.9069352285496	671.836656066627	303.4533535665182	272.31890712635516	148.7535961153413	275.59455413582526	392.18654031017616	400.64624459462016	86.19180920231328	202.05788518827652	82.83690040925481	343.80307721783504	0.0	489.0479114940829	181.53068919243123	118.57853181719594	202.73466290060927	233.84819449272794	473.58002095119	207.62605822816536	311.1917336231401	575.373757133883	149.74424065641773	72.50729636426023	484.0253486318835	586.3893602092279	212.25364505105938	95.49381271327826	202.72275201392472	147.85961494731674	301.86285171144334	85.75935739852731	412.5833109010777	265.4569243643332	512.6412861760266	160.21776375932745	243.49849723074317	47.772357287500284	222.01186819506614	351.2986953686877	436.1090620730435	203.69892254864322	113.61205142051415	346.4156982516049	194.83013334810204	237.06151967686597	337.3364066072005	520.4039903143571	213.72268740277363	637.7034333803595	280.28989100220105	495.2657085263173	438.8627153672547	519.7390528776763	243.09746034045384	250.20615930287514	385.3521330602837	412.6957766632251	270.48128447864616	404.0725735854336	564.8257014397441	233.84261505861832
Modoc County	1194.8259846758556	1456.1282072109138	1005.5003179265386	1228.2962259600463	1357.19181146562	1372.5292887465946	1053.0704603046506	1168.0898594734003	889.8587509208869	1136.3390152372667	1317.258851865637	1269.3684263811915	521.2346019266654	1050.9398725235453	1150.305531859631	450.50016295628444	339.50779729966973	350.2368457510771	226.86711453375005	379.3017760076546	297.77593614829044	421.83721011524756	273.4853976809223	312.54969860516866	545.0326956282042	263.00986846289	216.72901596429875	1062.0849048494877	628.1993225332367	715.7517729806102	618.7950782109777	326.6433473901043	97.22551436611762	850.1249167981779	494.42192722892185	430.11020018032787	452.61347401117314	332.77566915829766	489.0479114940829	0.0	438.1524625703551	597.4390193393707	369.3834942750225	255.27732379433962	917.4971212801624	281.4219465650936	178.20469112688252	967.4784530175391	353.463446654249	554.8994939910124	847.0522973922285	1014.3358859739194	473.23449780756596	409.4870034276438	690.6653168356363	485.73932655550703	786.8125559038657	493.2734298660437	144.4556072178826	224.7805832542366	150.93329668822648	384.1689029465629	389.40500480618095	448.8442905188953	296.31544692938735	206.8979572230924	226.5493277885491	619.5152380729941	402.309650616489	816.2713193892213	339.21455506918255	263.6566912775762	308.5204308313568	775.0873648108585	313.33888666125233	450.609902264236	499.5012304916041	415.11439400497665	361.98593845164265	667.01077646216	313.58209525610613	394.1683826926478	543.1217967850984	232.30167777494472	259.9501736263886	130.1408461932016	547.9324206933112	283.4895523140952
Mono County	882.7813845577998	1069.3193637580534	672.7116988044023	858.91799953715	984.9856313099946	1013.7712492070873	637.7870320677163	768.0028340869818	517.4893206397902	812.7167776305973	911.1204323455535	877.9597722866645	294.0960929231357	672.1756393438486	727.4954498157746	268.58422984918815	112.5037945197605	166.17240680009854	306.1114044216414	150.631778376117	324.3059902569335	269.8511487271475	611.9981969756469	174.01828883532337	145.74761883545955	358.6719939403164	393.5340706356991	628.6984748977819	199.0555399958877	285.97823407261524	221.32910081902511	361.4576658380278	346.51526883585603	417.2378751515982	110.02773590113875	339.5578775181803	99.01401427171055	430.828402989645	181.53068919243123	438.1524625703551	0.0	285.6197676729915	308.55384805849707	225.26922798731133	481.7581230738451	205.17761236624804	285.84875386839315	532.6047342394718	223.50302306306818	243.53463145052336	416.87432029546534	576.1976656178891	365.7092881977906	210.25705005718135	314.40192919606693	312.74012628380285	389.9500476451882	259.88780793073295	417.4292768737405	233.4699964524963	514.2096545344219	270.9964193638883	360.2806523562506	191.17354903134483	275.9476361152522	380.0993953069574	474.67501294991706	187.77180143264508	96.23017959386316	396.2081999862019	277.47643519242007	262.1382038898168	187.97000060300837	391.33365619826577	127.23618156037622	468.9024802267725	110.1777921471942	321.27918017815375	271.46889260990355	353.9848569989509	126.18164141078886	77.9125371994019	211.94806248801282	283.48898739272784	178.43911500275271	320.5932126256127	383.33295073825803	157.1025048989881
Monterey County	1069.8762355291974	1169.4272688997974	858.855670149459	994.015340410671	1108.893882776546	1151.6286906753076	719.1461886013482	866.631198636898	683.0954858111199	995.3087687034607	988.1699250936664	982.2702651587422	105.76133103795698	811.3268829928809	779.9747739179622	165.2022503527134	296.7743603768433	251.89594519073893	381.7630993387676	226.21935751890345	336.5624857132893	195.07244806161992	656.5799173180328	291.3124887975968	159.32528472671072	385.82390936201466	637.4286319241737	650.836946431773	351.88766413000553	253.51251502041941	135.95606394848005	341.495961528137	501.8183155174302	358.56617944456957	176.34850484704947	238.0186346174027	193.44792867735597	401.09083123173497	118.57853181719594	597.4390193393707	285.6197676729915	0.0	267.41573620048126	343.3143442837258	430.39213865287235	318.09260023806695	419.429185240851	558.6384670030303	245.74051027037115	46.07175287762609	489.2235103765665	547.9780159772394	224.92257840738523	188.5006221579178	123.13512890424761	160.9054306012913	221.87790357705683	114.05265926734643	506.61677635217524	377.50764336713735	603.8980866469276	232.0712277785468	291.2085113633323	149.62949072633495	312.7842030043562	439.46656357053445	514.5091579490042	227.31875532448626	231.4542373411971	288.06309241687876	276.1582406485045	336.932617645283	453.97611028488774	565.1675847407494	332.30088316722174	751.242940915621	369.0600707636774	605.9664610613569	552.3477087904164	593.9348537152291	361.2107424290134	360.11150027956137	471.4300884436972	531.2339990810217	388.83052792615575	519.9765212301211	664.7981155979348	352.05160497361226
Napa County	1191.1397860168881	1358.4982931737468	980.5705407927596	1158.0805699276304	1281.746150965408	1314.6508101273937	913.9923134008247	1053.7467889612803	820.8678903268097	1120.6565332313369	1189.4535991499633	1167.1523383891222	168.537803663233	970.7183401575294	991.5077458560204	102.2409942544621	220.1185480157674	145.7243150585163	143.2090644133636	158.01416133287108	74.96306161581866	73.06909897138743	389.19602246835035	158.6474999706037	304.95439724797814	121.98375306287643	481.64312417525747	874.0514485977477	484.81308083711554	474.9912440504082	350.1200043498574	74.83697699080906	285.83686593432583	601.6953438615781	268.23005036165824	62.5087932110722	235.6069061242005	141.10198847211106	202.73466290060927	369.3834942750225	308.55384805849707	267.41573620048126	0.0	160.68445968169615	674.8177111679305	152.0409457775691	209.73167481759197	777.3163581299165	86.01669784305238	237.5324018641434	681.606197239984	788.641478630092	106.47874290673955	111.88923657587972	385.15990269666423	121.53826387881612	486.3709217652311	153.51883223087165	251.73167625340133	196.00891952578976	343.03307697930234	42.95474886714196	52.25796978817457	156.40607496467115	79.80291124750948	180.21103086509896	247.4406075774176	402.82307207202564	213.09380320661253	542.4572199195038	41.50108365104134	120.07015992201313	369.0815469925698	694.4635836194724	239.8595417157073	663.4533704852777	418.31463113100915	546.244551861085	480.4008732120397	660.2580132362241	277.2096800957064	340.14358835863624	515.8430526422545	398.91238393141504	263.3590502622964	336.66399719698325	649.7429612495196	234.61136261497668
Nevada County	1087.0252919810503	1293.1471558516675	881.2650514009872	1079.0647653786377	1206.197979732663	1232.1964871869584	862.9687196495377	992.831392684088	735.8927929024877	1019.9822746861852	1136.3732541006723	1102.0459438590883	276.0986163236112	893.3794149072634	951.5777434130739	208.671614981424	112.79589575507607	95.4989609512599	82.21720647691885	125.15856735606489	126.97523416188479	184.37455533167582	387.0343107578791	60.49198599560597	298.50583377607677	144.03464956629236	324.399626964408	848.3499224751409	423.90576687832896	474.9343785791501	368.3315183410619	171.7126824475367	158.75196155631903	609.6211710879921	248.68265326226484	220.37746281844517	206.12489472403442	230.14537392350917	233.84819449272794	255.27732379433962	225.26922798731133	343.3143442837258	160.68445968169615	0.0	679.9011431582841	26.517042863579146	77.39009737199153	751.3467202883079	106.33711950503184	300.0239452149696	639.795751158413	784.2033797060415	263.01016840638727	157.63160993956942	435.9658866438754	251.58625210306832	533.3100953947303	244.46929050720811	195.43729012354092	37.734272089400946	295.10839650901625	152.89838500716854	205.2573430854126	193.99510781303525	85.48884845746333	155.25915333274583	249.80657311719432	383.4316550566768	158.2345754954309	568.1610541893492	119.48799979785584	49.40294357362595	217.01488561253905	611.1385142190767	109.37564528295523	503.6581359541443	320.980274621892	392.5729590878538	326.0111965675179	546.4871684162096	139.10960804764613	221.49667615362858	402.7306915285551	238.22921784058917	108.30831120187017	185.5625476182326	504.8315074825722	89.6530703829031
Orange County	782.2975293641447	775.3746715722355	598.3468622591333	644.1138284032737	738.5315011942189	793.0393829411872	345.85864679728786	490.68718505538357	432.5248548278452	708.9188405814872	585.3113346954527	601.6463160853489	533.6093832112556	490.07952113878775	373.32254727060587	578.2952215487383	579.1009629341072	589.7732650022211	748.1542670731365	560.4007456797436	730.2064972055065	603.5125092880633	1052.2805954706917	619.5893404754571	383.1170985288288	777.2669698768901	860.3368248848155	235.73711410353286	322.73060966991744	205.2655180985691	324.94741907570165	748.7113794781525	823.0155689412474	73.15417654154234	431.66852690652905	661.0395144169578	474.06810272928567	815.6050207349234	473.58002095119	917.4971212801624	481.7581230738451	430.39213865287235	674.8177111679305	679.9011431582841	0.0	654.320476181682	752.7738583284545	164.30366344782325	619.8820619883403	443.7653553397904	196.8986929108905	117.91325276897003	654.0909340409598	568.7888474202795	309.77091331001196	587.7490044970178	229.2856203930267	530.0355468150765	873.3959991306576	700.309541475636	973.9922427387403	633.0566327533363	710.2067235430021	521.2440669510916	691.8718230597076	819.0946886719474	907.6979313606785	298.2688495867921	521.8530746666382	146.2392056594466	668.1600650461925	698.9140118274539	653.2714752900131	378.2736556422008	604.1790477456298	857.2182776563046	456.450808663198	713.4154677273309	695.173256390528	512.870238256831	607.9349717118446	541.3393078138943	491.6110267202506	754.2002903478672	659.4757413297012	802.349611702691	688.1986827298388	634.0085654890089
Placer County	1074.345922291818	1274.3310877776314	867.4063876480348	1061.9970935189149	1188.7302555605083	1215.7973004939126	841.973929125297	973.1732194156377	719.2571023404281	1006.5587841396652	1115.9209409569673	1083.0394589517964	254.14283651167628	875.8330197101538	929.5383180652292	188.45079081169487	93.83716360919597	69.03083412646042	101.10517609949773	98.6438945884265	131.3129869000041	166.06460990391417	409.1043330859909	34.79404905346067	272.462453188076	156.40970165911946	341.3884842733901	824.9130005110561	402.78090718214975	449.23399209947377	341.89808552645604	174.747045913603	184.64803145240117	583.8322423614173	222.83792676354255	208.72355430593285	180.31956161205355	237.82122046847323	207.62605822816536	281.4219465650936	205.17761236624804	318.09260023806695	152.0409457775691	26.517042863579146	654.320476181682	0.0	103.80726929669407	727.7935429352569	86.60383376004572	274.42809419998395	617.4197117676572	759.2271374043132	250.06440065884257	134.13574076034178	409.56707203537684	232.99513461515974	506.8081493898653	221.5422583768466	219.9026683259395	59.800546106776565	320.0554771607596	137.7408339671549	200.0662330268566	168.54186273877644	84.781371457508	175.2976502504813	269.74781946322196	358.407420071246	133.16947879041868	541.809643646142	110.62964877914233	58.36651418984644	218.05559345004946	593.9236657722371	97.82988290673123	511.8795283225702	304.6651561352956	395.04550469852313	328.89578402683446	534.9586415792982	131.8020998895946	208.89137999909235	390.4290025810339	250.13178396170832	111.32754461553591	206.75241234151082	502.8775881564106	84.76143772719676
Plumas County	1120.0072887158233	1344.0307957989805	918.3706833521677	1125.0510554629404	1253.1386281507	1275.8889832679135	921.1792391460492	1046.7485977852	781.6859519068306	1055.343826187025	1192.4574049559692	1153.7964381359527	346.9483698799311	941.2540385644895	1012.801175922074	277.27879842828827	176.11237732855963	172.83785440537045	75.66547451769826	202.3605081465347	151.22497350793952	250.24052985468026	332.0074170912425	136.4740087073234	373.4715355881075	141.5500969418526	276.4936389798286	914.0607397580362	484.30469162995945	548.4456935533416	444.7198481385309	192.68749675627603	82.69527756059546	683.2862438885028	323.17363880122787	272.22307788569043	280.68834272369463	232.46376567867316	311.1917336231401	178.20469112688252	285.84875386839315	419.429185240851	209.73167481759197	77.39009737199153	752.7738583284545	103.80726929669407	0.0	817.5726335052493	177.1611173805852	376.7041188090319	702.7129408354504	854.9314460338072	316.17181135864456	232.01597298591756	513.3533055896403	316.48991033052766	610.5453695616	317.2327962751113	134.02287851028126	52.92279089382353	228.4191217372792	214.58271901348775	243.62078844484148	270.6436475382628	130.36590530680817	120.7411012342036	207.37731096341142	455.02601466716345	231.3918415676903	644.0555917539095	172.91959070044848	91.81737645375776	224.58081667629853	659.2589875744859	159.69521166975343	479.524654031666	369.9533415066356	387.80053070717236	322.12872805448706	579.049973360601	176.3967549128417	264.39671449959513	439.41940569940294	210.9887052881503	127.09076698174181	128.43632120159546	510.6657575642326	131.25908799970318
