Apache County	Cochise County	Coconino County	Gila County	Graham County	Greenlee County	La Paz County	Maricopa County	Mohave County	Navajo County	Pima County	Pinal County	Santa Cruz County	Yavapai County	Yuma County	Alameda County	Alpine County	Amador County	Butte County	Calaveras County	Colusa County	Contra Costa County	Del Norte County	El Dorado County	Fresno County	Glenn County	Humboldt County	Imperial County	Inyo County	Kern County	Kings County	Lake County	Lassen County	Los Angeles County	Madera County	Marin County	Mariposa County	Mendocino County	Merced County	Modoc County	Mono County	Monterey County	Napa County	Nevada County	Orange County	Placer County	Plumas County	Riverside County	Sacramento County	San Benito County	San Bernardino County	San Diego County	San Francisco County	San Joaquin County	San Luis Obispo County	San Mateo County	Santa Barbara County	Santa Clara County	Shasta County	Sierra County	Siskiyou County	Solano County	Sonoma County	Stanislaus County	Sutter County	Tehama County	Trinity County	Tulare County	Tuolumne County	Ventura County	Yolo County	Yuba County	Churchill County	Clark County	Douglas County	Elko County	Esmeralda County	Eureka County	Lander County	Lincoln County	Lyon County	Mineral County	Nye County	Pershing County	Storey County	Washoe County	White Pine County	Carson City
Pima County	419.6312761675322	192.11433043642992	411.60562876798616	205.80321955660642	199.73306503093082	267.98988562758416	275.55082414352904	150.97053511453723	438.4096495416499	387.16257950948886	0.0	96.21185945921943	1081.2941025253579	287.9092193710306	212.12641844389773	1108.0519445817672	1023.5793245440307	1067.3762919196013	1217.0137875516841	1043.244646356319	1225.9413998512105	1126.6808346462203	1522.5646080652098	1083.5156463950393	886.2509581057534	1265.710684587822	1175.6258780284882	349.6765288732598	713.3986769410269	734.9780094467363	859.3585939128185	1256.272270678483	1239.3191286275655	645.2285386833292	921.371149014979	1193.942466880631	956.6324704806051	1326.9279811729418	992.1478239325573	1317.258851865637	911.1204323455535	988.1699250936664	1189.4535991499633	1136.3732541006723	585.3113346954527	1115.9209409569673	1192.4574049559692	432.08629768794594	1115.3719507775165	987.8711732213329	508.2231625349819	478.23132218267546	1198.367825580083	1077.5800202176185	878.5951706453147	1130.6352732200617	812.1517020537702	1067.4543288889377	1326.1316766375094	1141.7667200400572	1419.3716562430393	1146.6586774909092	1234.5291042392987	1034.9638832075523	1179.712995555317	1291.1291643014245	1385.6562742660306	788.4691520857239	991.0547138832462	726.8771901439306	1169.934960940477	1171.7418724868578	1009.3541260378815	542.827846093236	1033.3207983341529	1051.2861308791175	823.594389474694	961.251032299497	984.9203180762526	673.542039949858	1017.6743419082608	930.4100527127845	775.9525171950013	1097.776809025583	1070.7035989824228	1187.356449906394	857.8571064794077	1061.2069976532068
Pinal County	324.0647031626843	191.58245922765047	325.85841503861616	109.70047168216894	138.89182766238332	201.07665433006588	264.0918623500421	115.64109724394967	380.47884663496575	291.23891202066613	96.21185945921943	0.0	1070.305108898016	220.87600686544891	238.24561792449725	1091.1746660943113	989.6042327625134	1038.8457895920624	1183.691522283276	1016.3884853908182	1198.4105510469087	1107.6695107658063	1485.5390251153578	1051.8127726211794	868.2891393965031	1235.8829217225011	1117.1903605561797	372.31516378624417	684.2067312288351	729.2635738250847	849.6121930407342	1231.1606165534145	1195.550045869698	654.4186688803901	899.3680462822279	1176.6184676061848	932.0434452335554	1301.8402885382618	974.6992396464714	1269.3684263811915	877.9597722866645	982.2702651587422	1167.1523383891222	1102.0459438590883	601.6463160853489	1083.0394589517964	1153.7964381359527	440.03266057359554	1089.7312137034487	977.4717728294421	493.8822874086792	504.73872348765786	1184.542389981555	1055.830259806471	879.1037502436993	1117.3127276762775	821.7808382073051	1053.5037630043905	1287.8193027514403	1104.4344401441274	1378.3722469494373	1124.8002847399769	1214.1646602632738	1015.3260182709133	1151.1404606528897	1257.3033642373055	1351.8436512934916	771.907457297285	962.7495862206214	736.4231980982448	1144.7582849580833	1140.0549279200104	960.866695139358	495.73948651736606	996.2744773748963	980.0554772985738	783.8798804770379	898.8982520378502	927.4798867305662	612.8636619190593	977.6547267983854	889.7063885487806	726.2486635196316	1045.0951526069975	1029.5382592592086	1139.2316211823727	789.1172187448269	1023.0891172547535
Santa Cruz County	1136.7849809976565	1259.3221259973207	924.5782151327138	1075.3041969073292	1193.5038400802998	1233.1726286229875	809.1929596582551	954.9208155418348	753.0056155664171	1063.2536871636908	1081.2941025253579	1070.305108898016	1192.1765243638383	890.0384878505018	875.4877981128982	71.06504766066972	263.93072563595626	198.70941089602024	297.1611490849434	182.1765808667264	241.60697431203914	100.97233223335022	555.4511569320055	235.7390975664685	211.049745221538	290.0499814492236	591.9647008334994	749.2617010955239	412.93903490509916	347.6094933774592	221.93929825316368	240.42420156567644	429.25279459357023	461.12497004773263	201.3675264123811	132.66253451467063	195.36359179905097	296.86083938482085	115.69377917793842	521.2346019266654	294.0960929231357	105.76133103795698	168.537803663233	276.0986163236112	533.6093832112556	254.14283651167628	346.9483698799311	655.2804386260702	170.26004231372954	93.44331554915243	576.5441024195832	650.6781370724747	120.50406459385287	121.36036083797984	228.74169475622273	55.144345113413735	327.48857742643526	36.39200399947797	416.7733283703367	313.21429180413185	510.77878701574014	139.64734941272366	186.5884646329667	107.85510660264384	226.58739623377008	346.77628267819625	415.44072851271727	300.797423873037	212.21020003438957	392.9591739249773	185.60191938520146	257.64378530608036	430.7433972377262	630.3159131019498	297.4607587357082	735.0324623688766	395.71600046390967	597.9827320354999	538.0269878604125	635.3405823901054	332.4203647705794	357.1884995110034	500.7781283393698	492.47341007566047	346.07558917864435	460.8756846001714	675.7844267644724	309.45001057334827
Yavapai County	293.37744392090036	405.20641135858796	151.9517084006051	187.36398612140604	312.89885626021083	344.38567825749647	167.8331647445132	143.16712695743135	161.10519892568308	222.1595455876418	287.9092193710306	220.87600686544891	890.0384878505018	0.0	240.54398510682972	902.3651373889957	782.0007572563267	836.4080533279997	975.5063467174723	816.0181774705246	995.855964364414	915.8748039061486	1273.2416727197844	845.9685964718639	681.4048236406693	1030.7547352730398	896.3180735930273	311.60464327773855	486.28424168905644	565.9833893787129	675.5569051700495	1031.015660420144	979.3920909043483	523.6349904022129	706.4140481212665	986.3090928893674	735.3261522822385	1101.2846559009713	786.6721152784157	1050.9398725235453	672.1756393438486	811.3268829928809	970.7183401575294	893.3794149072634	490.07952113878775	875.8330197101538	941.2540385644895	330.5942491026591	890.0639905428327	799.5960835401168	330.23359187218875	427.0120898008058	998.832345708445	861.1286141731114	721.4924578188161	933.0659838177322	683.109886370021	869.2055042281735	1075.0831110384916	893.157521566051	1163.5297099353788	929.2724972422201	1019.6834104587441	823.7963548538349	947.7992687952775	1048.3301909623945	1142.518700170571	589.371510573797	761.2924223803099	601.4684238070136	945.1628997643107	933.6457138481786	742.7361550830574	282.35942673794665	785.8243362262497	763.6094880104822	572.7694589002264	678.2646753110951	706.6974808937397	391.98800045255985	764.8649187811228	676.9019101337125	508.3423058447079	825.1757243575097	815.6355076137214	920.8952448707273	570.8115077747195	811.5780958383796
Yuma County	499.97162135295696	402.281567050978	392.38798016858766	309.40618039640896	377.07487891486227	438.36192977528185	106.70789598514219	146.11255018003172	327.6665400339092	440.35950889112877	212.12641844389773	238.24561792449725	875.4877981128982	240.54398510682972	0.0	906.0912245275645	839.502587840905	876.4234340012949	1030.3246302510645	850.7071932170107	1032.7721356203854	926.2872918803392	1338.530166988269	896.025046138911	686.6603411629554	1074.7161652004052	1029.9733614164886	138.0741623593019	528.5501846540632	527.9733340567028	653.8877341524482	1060.5479683464696	1066.582184003438	433.3499238434902	725.101445036161	991.9257099976488	762.561542624422	1130.8360608344708	791.2974360596072	1150.305531859631	727.4954498157746	779.9747739179622	991.5077458560204	951.5777434130739	373.32254727060587	929.5383180652292	1012.801175922074	221.61454237275618	921.0198655342335	782.1016037049611	312.4727439098081	268.9321314422815	993.9001444671043	879.8065569721477	668.1747496760552	926.0893380458324	600.0812316279416	863.5933394455856	1144.9245676865464	960.7988867992524	1241.175013469345	948.5574996017026	1034.7145624054217	835.6315277661054	987.9300197075213	1104.5184399784464	1198.4527873206753	588.7029036448278	800.5867863913948	514.8642850488144	974.7643661668263	983.4760180821717	847.2992877595227	395.6639674509267	853.166345535259	939.1101052897138	650.8909555294059	828.3626624401772	840.5669177725108	547.3501464560583	841.9197868062291	757.0447514665043	621.7543128801237	941.8786210337383	895.9268169227367	1022.1422438141486	744.1282253587913	882.1834895216489
Alameda County	1137.3345248086187	1281.6874068733287	925.2683775043301	1089.1510405934907	1210.2733110826825	1246.690787180299	833.5721278231586	976.5599778193508	758.5674359515992	1065.0170781991137	1108.0519445817672	1091.1746660943113	71.06504766066972	902.3651373889957	906.0912245275645	0.0	214.31700900576968	141.38348375297298	226.09611658776183	132.69688790136806	172.5351522380182	30.476760023600402	491.436885292806	174.70721049134764	222.88594822202367	221.54460791524428	529.2637549575412	784.5064581422313	417.5875018095975	382.5606603879756	255.84352307372504	176.6380689688557	359.2250344852703	505.1697970203215	197.05658557478446	85.90893165702941	176.34915800477046	238.99516059948013	116.47908351672018	450.50016295628444	268.58422984918815	165.2022503527134	102.2409942544621	208.671614981424	578.2952215487383	188.45079081169487	277.27879842828827	688.6769422948313	102.36790811850203	136.5983002329551	600.1208650199662	693.5801193540055	98.93305730937823	64.72650395411517	283.5345700940697	48.02897880397117	384.5580485752807	51.296961208974054	346.37560561333333	246.24721602340512	441.4129136808321	68.99146994115732	131.91546147069275	80.6872177119073	155.52250476312517	277.0397820192829	349.37729127143734	319.86143259074584	176.0393718278735	442.9016635833821	114.80734018039793	187.12650797316672	380.38284912658315	633.3799335129283	244.93071573144215	684.3805252283465	376.74983800188045	553.0004638852502	490.4553581990376	620.5607945708731	281.86308213074943	320.8909135172922	480.34652712329853	433.4447820957262	287.7264675066369	394.2024664186212	640.7104340428695	252.2495363791781
Alpine County	982.8570276548479	1180.8134860895284	774.9989181615739	968.1678049930143	1094.8969172748468	1122.0579442869541	750.2786637392239	880.1303782657125	625.4988647228462	914.4397626662197	1023.5793245440307	989.6042327625134	263.93072563595626	782.0007572563267	839.502587840905	214.31700900576968	0.0	77.00753460977985	194.08730492785855	82.41519993123121	219.93984614235129	203.53971947781764	499.53729897119433	66.40305791615371	207.29291665618686	249.67156558891438	340.89620299494516	738.3692225755692	311.3700358900497	376.3428133772541	283.47385877079785	260.64391115934905	244.03814682766358	510.9052371793075	157.06073543633337	264.7713464708295	117.3781318213273	327.44152296412136	178.19608238992726	339.50779729966973	112.5037945197605	296.7743603768433	220.1185480157674	112.79589575507607	579.1009629341072	93.83716360919597	176.11237732855963	641.7099211627592	135.48015805397813	250.70272803617982	528.2059576547973	679.399651051793	299.65402177672377	149.6105936448618	364.47355427217553	262.33433746053055	454.712352111597	227.6284148748778	305.691625557108	123.203236862878	403.5446849369889	190.59581757028565	272.1048529285711	158.07654095275325	171.37524651590178	267.84500318851804	362.43410340677906	280.8329608893028	68.31541815933541	477.7395915952981	182.82749830248676	151.8870517134601	167.0568133668981	500.09518035144555	35.526652702025174	471.54693935398626	211.19187567942282	338.77896014977847	276.2207779712815	445.36244865301967	68.5030984177243	120.72136832317038	300.3945350911127	234.6131299458392	93.82926131092809	235.1579176030821	432.22657415439807	59.239803311938424
Amador County	1048.3104076789175	1230.4209396536837	838.6735886303544	1023.5121605858567	1148.8588022042973	1178.9569723849866	792.2634545195781	927.2428907917064	683.103261233816	978.6138042731604	1067.3762919196013	1038.8457895920624	198.70941089602024	836.4080533279997	876.4234340012949	141.38348375297298	77.00753460977985	0.0	158.6711357796083	29.97651770094325	159.6657365074243	127.51711638244086	466.2668384021488	39.43011926264053	206.7463158607948	198.5035132907933	393.72847116531005	767.5224164722673	354.8731833550539	384.51142452624566	273.8876449318406	195.35659844315444	253.25874183876516	518.555569475748	158.50423645834698	187.81246797330618	116.8291951648423	265.0848171592735	138.9859646507895	350.2368457510771	166.17240680009854	251.89594519073893	145.7243150585163	95.4989609512599	589.7732650022211	69.03083412646042	172.83785440537045	670.189189099982	59.79629606095132	207.32341397810072	563.9757637871378	696.7566834728065	222.86639489939265	78.22210085480437	340.56429320666354	189.16402221024612	437.83155344003114	163.6345283916318	283.8048500128452	126.53946819745266	384.5100349299108	113.81229246412227	197.98218139884392	102.64837077247144	112.41450294267912	231.20456902596155	323.3723983119552	296.7341715129498	76.3281039457519	474.140733815404	111.68829685150483	109.64188346722301	239.69024286709066	556.7531770959923	104.21692883961887	543.1727916596773	274.4674045024111	414.20259247424246	350.52765805229865	514.9602715160754	141.7707534764339	194.9370244153634	370.3304131328253	293.93196879778867	147.55981814142027	268.48255985795595	509.2175488819521	111.3327041162005
Butte County	1168.0597136718231	1374.8896601257045	962.9181629161958	1161.2610943306202	1288.3469236588094	1314.4097562819277	943.0696825825197	1074.09261052408	818.1082033888474	1101.4189391732384	1217.0137875516841	1183.691522283276	297.1611490849434	975.5063467174723	1030.3246302510645	226.09611658776183	194.08730492785855	158.6711357796083	0.0	187.77164909448686	76.99506102567457	196.54887607717552	308.8348236079682	134.3139616945859	365.038184010033	68.85084342705886	351.694863449562	924.447663808126	503.8798646991147	542.9413667455134	429.2163544519495	117.11125113256568	143.45780992551659	676.6385893537723	317.17323302337894	205.00120503639715	275.393667835796	159.96353536419312	285.2457208226031	226.86711453375005	306.1114044216414	381.7630993387676	143.2090644133636	82.21720647691885	748.1542670731365	101.10517609949773	75.66547451769826	827.2050634082218	137.07846230327033	342.71835061371513	718.0614494013573	855.4221199910568	248.749069018929	194.5840925134078	486.74633309170747	259.12310023804514	586.8595387811193	272.00144430630985	127.35489739011878	93.02408505041039	227.71100347080656	158.2478221471177	170.72717334451335	239.63381029855375	70.57440240477577	74.23128972492337	168.64517256314224	455.18671957532655	231.38338703169197	629.4552742926036	112.69634444703804	49.258778208378274	286.3003769967893	693.3037571089712	191.2416974197245	553.9455426231008	403.19390276190165	456.41812988331327	390.0263600167083	627.078265594405	218.80035013475725	303.1562196579349	483.92179421188297	284.99620769248367	179.8821467867808	203.07259309058912	575.1550612354304	169.22343790003066
Calaveras County	1033.1298687269505	1207.9630180017443	822.6514793978859	1003.3061636394002	1128.0126530826112	1159.2873676581546	767.8815132087667	904.1965691386777	664.2927417893685	962.7247140049154	1043.244646356319	1016.3884853908182	182.1765808667264	816.0181774705246	850.7071932170107	132.69688790136806	82.41519993123121	29.97651770094325	187.77164909448686	0.0	182.69755528312936	125.21812889723266	494.3766950648936	66.94924657054224	177.28720536416063	224.15300625070014	414.38725187895403	740.3415620193663	332.1990412789853	355.17292452004364	243.91172101857236	215.12821701329773	282.1835632918846	489.0144830381819	129.73349101580794	191.66581203003116	88.88054066874182	285.65095049713204	110.89481132513494	379.3017760076546	150.631778376117	226.21935751890345	158.01416133287108	125.15856735606489	560.4007456797436	98.6438945884265	202.3605081465347	642.994166455701	74.12424400327737	180.94796255891484	538.4285144739981	667.9427885209545	222.49240686382308	68.10932158644535	311.3636750531265	180.57630717839464	408.1876620274448	146.0729401049769	313.467003316127	154.93500816739208	414.19059494699013	120.7401110299124	209.64983431186968	79.23442998730978	137.24207683876668	259.5989785666377	350.907285734496	268.5408490114048	55.24878000337113	444.17524690821625	129.1568461711229	138.56245416634002	249.4360239725999	537.8364387314614	115.29154124290336	553.9246595545517	260.624180366738	420.4752192622882	358.47032413428184	503.5621375072314	150.78962855452335	190.68298562802454	359.8868832288359	311.73009518192504	165.9128556401252	293.8745226160464	509.2886255605083	128.87233113791115
Colusa County	1202.7565521868564	1389.9914197538112	994.5103274219148	1182.8612520240717	1308.4131745058316	1338.0153321808723	950.5741135710302	1086.5825178149178	841.7952308846395	1134.115747999077	1225.9413998512105	1198.4105510469087	241.60697431203914	995.855964364414	1032.7721356203854	172.5351522380182	219.93984614235129	159.6657365074243	76.99506102567457	182.69755528312936	0.0	142.10556900502678	324.04279862538584	153.54944756852603	351.3402695502621	49.29746389777135	427.7098127054076	920.2104493247248	514.286495085251	527.017584427432	405.8206725691791	44.87473570184531	219.60473796290793	657.4579525647533	308.4364850499919	132.76009128556976	270.2167720021341	107.50178131843502	257.17384351368094	297.77593614829044	324.3059902569335	336.5624857132893	74.96306161581866	126.97523416188479	730.2064972055065	131.3129869000041	151.22497350793952	822.9489388098986	112.20184074534986	302.81204384053734	720.738292338674	841.6510875810526	175.5039081198677	161.6810567656326	450.43690235943154	196.39228188558292	551.7674817082556	222.7895531308219	176.77132401194154	153.98959809100975	269.17471227256226	104.4920711152647	93.91554169776188	209.40463102153265	48.65890069712107	105.46033099348423	179.75844072287487	447.1284921985131	235.6627370332452	602.8856217235518	62.517857494437635	77.63213427921704	343.9251200916085	715.6092653385693	229.01813983987967	624.3680740382099	429.9231096845114	518.8359801483887	452.20611254044684	664.8770351638722	262.89792508388683	338.96438435462767	520.0130612762053	355.782392796566	235.1949500877937	279.4932507382615	631.7338229091755	214.695308389808
Contra Costa County	1145.8338111421294	1298.5734575160773	934.1215606859157	1102.9934886775952	1225.114426895278	1260.2519735473948	851.6772484640758	993.4677842936374	769.7226380023659	1074.1006631781954	1126.6808346462203	1107.6695107658063	100.97233223335022	915.8748039061486	926.2872918803392	30.476760023600402	203.53971947781764	127.51711638244086	196.54887607717552	125.21812889723266	142.10556900502678	0.0	461.95565382617514	156.68086897830602	240.43051410207306	191.17448629640018	507.4315464361864	806.4353768590167	429.8744611248955	405.53788622153587	279.5617755103557	147.87560037195448	331.6083076253643	530.3586598528038	209.48506068178213	71.16169425580357	183.41391399374876	212.26798458804797	134.99690036944568	421.83721011524756	269.8511487271475	195.07244806161992	73.06909897138743	184.37455533167582	603.5125092880633	166.06460990391417	250.24052985468026	710.1531587422802	79.57938551673465	164.48220168594833	618.4627105760923	718.0773723837015	97.29693830068085	59.60590181081341	312.0936615003481	67.21173530034974	413.3202901554102	81.02378917262482	316.00772487615444	222.10829528043573	410.9365117491903	38.68178287258136	108.5533708810653	92.3921333202264	126.02913439493182	246.5665316241731	319.45131542511	338.2824310704072	174.52516229198315	469.8535554777587	84.62963349807296	159.18786359970863	366.95525389300246	643.9096154048816	231.65337437527938	669.581760539658	379.5214109325472	541.7018160170791	477.9955542169637	623.6523502438015	269.2834817402745	315.8816989784096	481.60486207299994	414.34843246568903	269.99293977668844	369.7204346369169	634.2311852990325	235.7191556979509
Del Norte County	1444.5895451955114	1675.9413889892844	1246.6387690197373	1456.7598592383454	1584.975653561308	1606.8889395321992	1249.7725060032578	1377.8374610350438	1113.5190188296751	1382.0368928307644	1522.5646080652098	1485.5390251153578	555.4511569320055	1273.2416727197844	1338.530166988269	491.436885292806	499.53729897119433	466.2668384021488	308.8348236079682	494.3766950648936	324.04279862538584	461.95565382617514	0.0	442.98561560029634	670.3297638778942	275.68195565246157	490.2099587900853	1233.2427559962211	810.8832958633145	847.8299267810378	729.0110237689579	315.2759413751635	304.951054666783	979.9035425135612	624.0678703719408	426.4673527516907	582.9998078430224	263.5439723083129	580.7600680079646	273.4853976809223	611.9981969756469	656.5799173180328	389.19602246835035	387.0343107578791	1052.2805954706917	409.1043330859909	332.0074170912425	1135.9766705309523	432.4793673374761	625.6792757729986	1026.51530624753	1161.8307922895508	456.47145710985455	485.36154355844974	773.529473227769	503.4047729351154	874.8812477322934	542.7100107463134	198.2095776744367	381.20266903926756	123.67177405752011	426.66760987338	371.5893993894509	533.0660561369199	360.4108417192528	235.1469856854976	144.6915712310011	762.8789864035958	540.1481625884254	926.8692196605216	386.55490388423823	356.9336716887705	543.6431887125693	991.2629727667282	489.57459528153095	724.0898625267253	701.6772437129724	679.4672482283004	620.6470621153161	906.1103450958313	508.40311270212436	596.4035082769644	769.5971284910906	491.211073777204	458.00180338680684	380.53368609995744	811.2058406701667	462.45128423627716
El Dorado County	1049.2163771053401	1243.2288071456696	841.1705451437019	1032.5047668887496	1158.8341428815625	1186.8865292339556	809.2099261935822	941.4278917707853	690.3463480286412	980.68749546605	1083.5156463950393	1051.8127726211794	235.7390975664685	845.9685964718639	896.025046138911	174.70721049134764	66.40305791615371	39.43011926264053	134.3139616945859	66.94924657054224	153.54944756852603	156.68086897830602	442.98561560029634	0.0	238.01566363028795	184.79488984862857	356.2334104217822	790.6053080168067	370.13939187942907	414.54413738043434	308.2857193880783	194.41544148952187	215.37044062047224	549.1887008866458	188.21714586368526	209.24395641080343	145.6695146396851	261.05032206436755	177.6596262297563	312.54969860516866	174.01828883532337	291.3124887975968	158.6474999706037	60.49198599560597	619.5893404754571	34.79404905346067	136.4740087073234	693.4387472784118	79.36353062239748	246.64952935841765	583.7474956126025	724.4390097702156	247.82482566150486	114.39813373625671	378.1839350974949	221.54324742232583	474.4678171634066	201.34759954890427	254.6706197088863	87.99637353802322	354.84950451757004	135.15867002055793	209.69965516494977	142.0576599522765	104.97221650318015	208.493460468453	302.59954347589814	323.6201954154423	98.4013912434593	507.8772942572865	119.26246039606347	88.30901349842009	212.82751591492766	564.5671251629565	81.220042800421	513.3903830634115	276.8986145896128	389.5042717457521	324.43401790795554	511.6626452222179	118.6286815485354	186.33185552759167	366.71590388857953	258.73758919446914	113.38168577445637	229.11115235929768	491.10420101339514	79.35148828456838
Fresno County	925.8234444476637	1058.849688944786	713.6628353507859	867.6447396136888	987.8908300855253	1025.3875623335957	611.2881863439899	753.714201697819	542.0761622666107	852.2204240245836	886.2509581057534	868.2891393965031	211.049745221538	681.4048236406693	686.6603411629554	222.88594822202367	207.29291665618686	206.7463158607948	365.038184010033	177.28720536416063	351.3402695502621	240.43051410207306	670.3297638778942	238.01566363028795	0.0	396.7762676792596	533.2386077164591	569.8343158106469	202.0040911294939	177.92071081838708	77.89630684139485	375.2902518812706	448.37636269500564	311.8164250511476	50.61110322745946	308.4210765678755	92.81522654877824	445.0082678582139	106.41090649932853	545.0326956282042	145.74761883545955	159.32528472671072	304.95439724797814	298.50583377607677	383.1170985288288	272.462453188076	373.4715355881075	472.8232695872479	239.39787584312484	128.6266048222318	378.0322857180668	491.5134708411521	317.641563914605	193.5841005468595	168.74735344565312	251.67258932340062	249.72530628511558	187.8766730288811	490.527805793377	322.15302780890954	591.2103445048361	262.0012110229928	348.43307850983734	149.00767550295467	310.3401490772563	436.2920197002797	526.1120952387878	98.00458424316001	142.79888159110368	271.25750151386023	290.81926157953893	315.8020424248222	331.83312933060364	419.30619779329237	238.44985681893698	612.7694892698416	211.7601101186661	463.50798609495774	416.5885342142723	435.35777257714346	254.61979421552294	223.61719793874695	312.59422029597664	423.1096592164798	297.9293997828788	441.7789138148542	510.19974872392453	266.10747259987926
Glenn County	1230.3787530699199	1427.3862160156716	1023.7743735660431	1217.294434246759	1343.610185720662	1371.5650381260275	990.7048002163456	1124.9014550172471	875.0004245523648	1162.8458241316312	1265.710684587822	1235.8829217225011	290.0499814492236	1030.7547352730398	1074.7161652004052	221.54460791524428	249.67156558891438	198.5035132907933	68.85084342705886	224.15300625070014	49.29746389777135	191.17448629640018	275.68195565246157	184.79488984862857	396.7762676792596	0.0	413.3060874932562	964.1351295723481	552.7002120921738	573.4287855562023	453.43750487992213	63.780036486153584	195.28081403914024	704.6882651193295	352.35829358914975	174.9927462086025	312.82183261405385	91.29328284721198	305.08101287209985	263.00986846289	358.6719939403164	385.82390936201466	121.98375306287643	144.03464956629236	777.2669698768901	156.40970165911946	141.5500969418526	866.8013744422174	157.56608357326866	352.03973157242297	762.3280925861919	887.932202544797	215.5890812338842	209.68667483002088	499.59386956927557	243.2945986821637	600.9031992359188	271.98783701117475	132.30568766661963	161.09410165948083	221.05014069744496	153.76577536276332	128.0668736842898	257.3848254780191	86.99827711015514	59.991700159726584	131.07695718912677	491.44118317823774	274.7404111094715	651.2410578168012	111.29322273655781	98.04574151158126	354.6869417595935	749.3252911955609	252.64282537996095	621.0745630455385	460.8443856168511	525.2672283062581	458.87618296735843	690.2738039873431	283.1043888064373	364.63807232862325	546.1688907704219	352.42961695197215	247.44407509533477	264.57639513613555	643.6425901519301	233.5434123723873
Humboldt County	1006.5700520877515	1297.5621728393596	829.8371511380803	1063.5283095083878	1191.4555832401381	1199.6149900238836	926.6292699262691	1024.6697485787572	738.1407968947565	953.390116931214	1175.6258780284882	1117.1903605561797	591.9647008334994	896.3180735930273	1029.9733614164886	529.2637549575412	340.89620299494516	393.72847116531005	351.694863449562	414.38725187895403	427.7098127054076	507.4315464361864	490.2099587900853	356.2334104217822	533.2386077164591	413.3060874932562	492.3083298301391	962.05799410951	542.4553162173224	676.0178807606885	611.0313281235159	468.7494191834335	223.25015680244533	801.9703617799103	487.1971517113321	543.208545512096	453.389108479141	500.5928416869506	518.9069352285496	216.72901596429875	393.5340706356991	637.4286319241737	481.64312417525747	324.399626964408	860.3368248848155	341.3884842733901	276.4936389798286	873.9876026274554	427.9828156930661	591.3817437371529	747.9724516508583	939.905142435988	586.5330719189868	470.631222279828	699.4659902444135	574.3743051714065	782.1167213421745	557.3080866277504	335.9764240196035	287.11500626908906	367.4240495778777	477.28278753865874	519.4520307397429	493.62163828135465	402.11230735248853	373.85753493096155	426.70928176038444	578.6578756405489	408.00369120455485	788.7667873152529	441.83403628422525	361.66111946940424	208.27773216578512	637.2993361181594	305.43637559795013	233.88095954952908	405.74315220134946	223.0529111870521	190.81537144077464	504.33638714551125	280.3936149359458	322.4336639286067	408.47940834531107	110.24098950735615	248.8827575442231	148.8800453787262	351.5071644882938	285.89636835529365
Imperial County	598.8690133403347	540.3386994059318	451.6640490451878	429.80753313689723	510.9360590556492	569.5198620597226	144.13461214376588	267.9355822520539	332.12032801595376	531.461149154588	349.6765288732598	372.31516378624417	749.2617010955239	311.60464327773855	138.0741623593019	784.5064581422313	738.3692225755692	767.5224164722673	924.447663808126	740.3415620193663	920.2104493247248	806.4353768590167	1233.2427559962211	790.6053080168067	569.8343158106469	964.1351295723481	962.05799410951	0.0	433.88577761321983	402.4963400951983	529.4751455813368	945.1121011748423	973.8956746146064	298.2124756666498	611.8990934231668	869.8449601114311	651.4755552263117	1014.6475090443731	671.836656066627	1062.0849048494877	628.6984748977819	650.836946431773	874.0514485977477	848.3499224751409	235.73711410353286	824.9130005110561	914.0607397580362	97.34743497784054	808.0089238121564	656.3765382100626	215.85841561489116	132.4547145831204	868.8944126211603	763.2921471719812	535.8034702309917	801.2545032038968	463.7238705721567	739.9124356463635	1043.5186325430018	861.3228336304886	1141.9129567210746	831.1894500808946	914.9494376969402	717.6460404019225	877.147045098603	998.1501567321656	1090.8939797227001	473.0977161266239	693.0945941308735	378.92420233223544	860.457813983562	876.3911824652353	767.8962561135065	354.25137795158446	755.8958504421954	900.7143790201006	565.7734539864383	775.6820902976849	777.541443113562	512.7523213624853	749.2818029040421	668.453322306202	556.6638460808886	866.3905694517779	803.4116682344558	936.9538907860468	710.3059540408439	785.6412631738099
